"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Autauga",1990,266,183,64,18,1,0,0,151,93,43,0,0,266,0,0,0
"Alabama","Calhoun",1990,55,52,3,0,0,0,0,60,43,23,0,0,0,0,0,55
"Alabama","Colbert",1990,359,272,41,43,3,0,0,192,106,16,0,0,0,324,0,35
"Alabama","DeKalb",1990,58,57,1,0,0,0,0,57,42,25,0,0,0,0,0,58
"Alabama","Elmore",1990,251,167,65,19,0,0,0,150,97,45,0,0,251,0,0,0
"Alabama","Escambia",1990,59,54,5,0,0,0,0,57,45,26,0,0,0,0,0,59
"Alabama","Etowah",1990,57,52,5,0,0,0,0,59,49,29,0,0,0,0,0,57
"Alabama","Franklin",1990,50,47,3,0,0,0,0,64,43,20,0,0,0,0,0,50
"Alabama","Houston",1990,55,48,7,0,0,0,0,64,55,24,0,0,0,0,0,55
"Alabama","Jackson",1990,355,231,86,34,4,0,0,191,101,36,0,0,0,339,0,16
"Alabama","Jefferson",1990,365,173,126,39,25,2,0,203,133,51,52,0,186,58,0,69
"Alabama","Lauderdale",1990,351,297,38,15,1,0,0,161,76,13,0,0,0,351,0,0
"Alabama","Madison",1990,362,282,67,13,0,0,0,136,80,37,51,0,221,0,0,90
"Alabama","Marengo",1990,59,55,4,0,0,0,0,67,47,20,0,0,0,0,0,59
"Alabama","Mobile",1990,337,179,70,71,17,0,0,200,128,48,0,0,169,153,0,15
"Alabama","Montgomery",1990,247,184,58,4,1,0,0,151,77,43,0,0,217,0,0,30
"Alabama","Morgan",1990,57,54,3,0,0,0,0,54,39,21,0,0,0,0,0,57
"Alabama","Pike",1990,60,57,3,0,0,0,0,57,39,20,0,0,0,0,0,60
"Alabama","Russell",1990,56,53,3,0,0,0,0,57,43,25,0,0,0,0,0,56
"Alabama","Shelby",1990,279,188,66,20,4,1,0,201,97,42,0,0,256,0,0,23
"Alabama","Talladega",1990,60,49,11,0,0,0,0,70,55,33,0,0,0,0,0,60
"Alabama","Tuscaloosa",1990,56,49,7,0,0,0,0,66,54,27,0,0,0,0,0,56
"Alabama","Walker",1990,59,52,7,0,0,0,0,57,52,23,0,0,0,0,0,59
"Alaska","Anchorage ",1990,363,207,140,14,2,0,0,159,84,44,154,0,0,0,0,209
"Alaska","Denali ",1990,318,317,1,0,0,0,0,62,38,31,0,0,297,0,21,0
"Alaska","Fairbanks North Star ",1990,273,199,71,3,0,0,0,140,70,36,161,0,0,0,0,112
"Alaska","Juneau ",1990,361,302,48,10,1,0,0,152,63,21,0,0,0,0,0,361
"Alaska","Kenai Peninsula ",1990,348,337,7,2,1,1,0,297,27,9,0,142,0,92,0,114
"Alaska","Ketchikan Gateway ",1990,21,21,0,0,0,0,0,24,19,8,0,0,0,0,0,21
"Alaska","Sitka ",1990,324,258,59,7,0,0,0,126,71,18,0,0,0,188,0,136
"Arizona","Apache",1990,318,267,48,3,0,0,0,133,58,41,0,0,318,0,0,0
"Arizona","Cochise",1990,353,244,97,11,1,0,0,200,71,44,0,0,316,0,5,32
"Arizona","Coconino",1990,364,255,102,7,0,0,0,108,71,46,0,0,350,0,4,10
