"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Autauga",1980,179,122,35,18,4,0,0,177,108,40,0,0,122,57,0,0
"Alabama","Colbert",1980,274,127,45,63,39,0,0,200,165,56,0,0,0,274,0,0
"Alabama","Jackson",1980,366,85,110,92,79,0,0,200,200,94,0,0,0,366,0,0
"Alabama","Jefferson",1980,342,174,105,37,19,7,0,221,140,50,202,0,140,0,0,0
"Alabama","Lauderdale",1980,274,120,58,77,19,0,0,200,139,56,0,0,0,274,0,0
"Alabama","Madison",1980,322,132,125,60,5,0,0,185,114,58,5,164,153,0,0,0
"Alabama","Mobile",1980,286,180,62,35,8,1,0,204,119,41,0,0,68,218,0,0
"Alabama","Monroe",1980,90,63,14,7,6,0,0,200,122,40,0,0,90,0,0,0
"Alabama","Morgan",1980,332,207,93,32,0,0,0,148,100,39,0,121,28,183,0,0
"Alabama","Tuscaloosa",1980,132,94,28,10,0,0,0,147,93,38,0,0,132,0,0,0
"Alaska","Anchorage ",1980,366,205,116,18,14,13,0,280,126,44,366,0,0,0,0,0
"Alaska","Fairbanks North Star ",1980,356,239,80,24,10,3,0,210,103,33,356,0,0,0,0,0
"Alaska","North Slope ",1980,91,91,0,0,0,0,0,42,33,28,0,13,78,0,0,0
"Alaska","Valdez-Cordova ",1980,364,329,29,6,0,0,0,124,50,36,0,26,187,151,0,0
"Arizona","Cochise",1980,359,122,38,55,144,0,0,200,200,117,40,0,60,259,0,0
"Arizona","Coconino",1980,254,199,54,1,0,0,0,101,62,42,122,0,132,0,0,0
"Arizona","Gila",1980,366,88,4,57,217,0,0,200,200,173,0,0,0,366,0,0
"Arizona","Greenlee",1980,366,72,57,45,192,0,0,200,200,181,0,0,125,241,0,0
"Arizona","Maricopa",1980,360,91,164,74,24,7,0,227,147,79,178,6,175,1,0,0
"Arizona","Pima",1980,366,17,159,140,50,0,0,200,169,101,50,119,100,97,0,0
"Arizona","Pinal",1980,342,179,7,64,92,0,0,200,200,39,0,0,0,342,0,0
"Arizona","Yavapai",1980,22,14,7,1,0,0,0,108,58,47,22,0,0,0,0,0
"Arizona","Yuma",1980,256,177,50,21,8,0,0,182,105,35,137,0,119,0,0,0
"Arkansas","Crittenden",1980,250,212,28,10,0,0,0,148,69,14,0,0,0,250,0,0
"Arkansas","Pulaski",1980,366,264,56,28,17,1,0,202,115,38,0,25,333,8,0,0
"California","Alameda",1980,366,237,106,15,4,4,0,232,89,40,27,219,120,0,0,0
"California","Butte",1980,353,281,68,4,0,0,0,126,68,38,20,140,193,0,0,0
"California","Colusa",1980,31,30,1,0,0,0,0,67,28,16,0,0,31,0,0,0
"California","Contra Costa",1980,366,211,111,36,7,1,0,219,105,47,12,186,118,50,0,0
"California","El Dorado",1980,365,187,155,21,2,0,0,153,92,50,173,23,169,0,0,0
"California","Fresno",1980,366,71,129,77,50,39,0,238,201,90,36,120,210,0,0,0
"California","Glenn",1980,358,261,66,30,1,0,0,156,100,37,0,0,358,0,0,0
"California","Imperial",1980,356,194,95,40,23,4,0,208,140,48,0,0,356,0,0,0
"California","Inyo",1980,175,155,18,2,0,0,0,101,51,37,0,0,175,0,0,0
"California","Kern",1980,365,45,158,89,46,27,0,230,190,93,9,45,156,155,0,0
"California","Kings",1980,359,275,59,21,4,0,0,169,84,37,0,0,359,0,0,0
