"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Autauga",1982,245,203,36,5,0,1,0,206,67,31,0,0,166,79,0,0
"Alabama","Colbert",1982,355,221,43,57,34,0,0,200,148,27,0,0,0,355,0,0
"Alabama","Etowah",1982,197,108,53,32,4,0,0,192,115,48,0,0,197,0,0,0
"Alabama","Jackson",1982,360,269,60,27,4,0,0,200,94,30,0,0,0,360,0,0
"Alabama","Jefferson",1982,365,171,123,50,17,4,0,228,129,53,75,0,259,31,0,0
"Alabama","Lauderdale",1982,354,217,53,64,20,0,0,200,132,26,0,0,0,354,0,0
"Alabama","Madison",1982,315,231,64,17,3,0,0,185,90,36,0,0,315,0,0,0
"Alabama","Mobile",1982,360,197,115,41,7,0,0,169,105,47,0,0,231,129,0,0
"Alabama","Monroe",1982,154,146,8,0,0,0,0,90,44,28,0,0,154,0,0,0
"Alabama","Morgan",1982,286,207,63,13,3,0,0,161,84,41,0,24,262,0,0,0
"Alabama","Tuscaloosa",1982,190,125,49,15,1,0,0,151,100,44,0,0,190,0,0,0
"Alaska","Anchorage ",1982,364,186,132,29,15,2,0,242,118,49,364,0,0,0,0,0
"Alaska","Fairbanks North Star ",1982,365,253,72,26,10,4,0,216,108,24,365,0,0,0,0,0
"Alaska","Kenai Peninsula ",1982,63,63,0,0,0,0,0,7,0,0,0,0,0,63,0,0
"Alaska","Ketchikan Gateway ",1982,51,50,1,0,0,0,0,51,30,9,0,0,0,51,0,0
"Arizona","Apache",1982,364,364,0,0,0,0,0,38,12,6,0,180,0,184,0,0
"Arizona","Cochise",1982,318,172,34,48,64,0,0,200,200,47,70,0,64,184,0,0
"Arizona","Coconino",1982,316,199,83,31,3,0,0,154,101,44,150,0,166,0,0,0
"Arizona","Gila",1982,365,19,28,106,210,2,0,224,200,168,0,0,0,365,0,0
"Arizona","Greenlee",1982,365,167,64,37,97,0,0,200,200,51,0,0,190,175,0,0
"Arizona","Maricopa",1982,365,95,182,61,20,7,0,220,140,74,172,43,150,0,0,0
"Arizona","Pima",1982,365,37,197,107,24,0,0,200,133,89,92,110,105,58,0,0
"Arizona","Pinal",1982,328,118,58,79,73,0,0,200,195,94,0,0,0,328,0,0
"Arizona","Yavapai",1982,267,236,29,1,1,0,0,179,51,35,153,0,114,0,0,0
"Arizona","Yuma",1982,281,240,35,6,0,0,0,129,61,30,129,0,152,0,0,0
"Arkansas","Crittenden",1982,327,284,37,6,0,0,0,116,57,13,0,0,0,327,0,0
"Arkansas","Pulaski",1982,365,284,73,7,1,0,0,190,71,37,4,45,314,2,0,0
"Arkansas","Union",1982,272,268,2,2,0,0,0,103,20,7,0,0,0,272,0,0
"California","Alameda",1982,365,268,82,12,3,0,0,179,79,39,37,167,161,0,0,0
"California","Butte",1982,365,285,73,7,0,0,0,150,67,38,106,106,153,0,0,0
"California","Colusa",1982,153,101,42,9,1,0,0,164,90,43,0,0,153,0,0,0
"California","Contra Costa",1982,365,239,104,15,6,1,0,203,79,47,22,169,166,8,0,0
"California","El Dorado",1982,365,83,233,40,7,2,0,220,116,67,291,2,72,0,0,0
"California","Fresno",1982,365,98,134,69,49,15,0,223,174,77,85,61,219,0,0,0
"California","Glenn",1982,148,83,48,17,0,0,0,133,101,47,0,0,148,0,0,0
"California","Imperial",1982,328,275,46,7,0,0,0,136,61,37,0,0,328,0,0,0
"California","Kern",1982,365,77,170,62,51,5,0,229,164,71,5,134,157,69,0,0
"California","Kings",1982,255,172,51,26,6,0,0,177,105,42,0,0,255,0,0,0
"California","Lake",1982,336,311,23,2,0,0,0,108,47,32,0,0,336,0,0,0
"California","Los Angeles",1982,365,8,83,91,54,129,0,300,265,151,62,125,178,0,0,0
"California","Marin",1982,363,324,38,1,0,0,0,103,57,38,24,305,34,0,0,0
"California","Mendocino",1982,326,323,3,0,0,0,0,84,38,28,0,0,326,0,0,0
"California","Merced",1982,63,52,11,0,0,0,0,68,57,38,0,46,17,0,0,0
"California","Mono",1982,301,255,41,5,0,0,0,140,59,35,155,0,146,0,0,0
"California","Monterey",1982,365,343,20,2,0,0,0,108,47,34,0,109,256,0,0,0
"California","Napa",1982,365,318,46,1,0,0,0,122,54,38,70,113,182,0,0,0
"California","Orange",1982,365,62,160,95,19,29,0,268,177,79,7,240,116,2,0,0
"California","Placer",1982,361,208,91,41,18,3,0,226,133,46,60,0,301,0,0,0
"California","Riverside",1982,365,74,103,48,41,99,0,300,238,103,7,141,217,0,0,0
"California","Sacramento",1982,365,160,125,44,26,10,0,229,150,57,70,99,196,0,0,0
"California","San Benito",1982,363,299,53,11,0,0,0,122,71,37,0,38,325,0,0,0
"California","San Bernardino",1982,365,44,107,65,25,124,0,300,264,108,0,147,216,2,0,0
"California","San Diego",1982,365,72,129,83,48,33,0,260,200,93,10,117,229,9,0,0
"California","San Francisco",1982,365,270,88,6,1,0,0,185,74,39,152,197,14,2,0,0
"California","San Joaquin",1982,365,229,110,24,2,0,0,192,90,47,19,168,178,0,0,0
"California","San Luis Obispo",1982,365,258,93,14,0,0,0,140,81,43,1,45,229,90,0,0
"California","San Mateo",1982,365,344,21,0,0,0,0,79,46,28,99,98,168,0,0,0
"California","Santa Barbara",1982,365,147,185,28,4,1,0,227,93,57,52,86,220,7,0,0
"California","Santa Clara",1982,365,231,94,34,6,0,0,187,101,44,124,0,241,0,0,0
"California","Santa Cruz",1982,364,332,27,5,0,0,0,108,49,34,0,0,364,0,0,0
