"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Baldwin",2008,265,210,50,5,0,0,0,133,68,37,0,0,206,0,59,0
"Alabama","Clay",2008,110,70,40,0,0,0,0,93,61,43,0,0,0,0,110,0
"Alabama","Colbert",2008,277,201,76,0,0,0,0,97,64,43,0,0,193,0,84,0
"Alabama","DeKalb",2008,110,63,47,0,0,0,0,87,64,48,0,0,0,0,110,0
"Alabama","Elmore",2008,245,180,64,1,0,0,0,105,74,42,0,0,245,0,0,0
"Alabama","Etowah",2008,340,185,154,1,0,0,0,105,71,49,0,0,94,0,246,0
"Alabama","Houston",2008,277,206,71,0,0,0,0,90,61,40,0,0,187,0,90,0
"Alabama","Jefferson",2008,366,59,277,26,4,0,0,174,97,67,21,0,63,11,232,39
"Alabama","Lawrence",2008,110,87,23,0,0,0,0,76,61,35,0,0,0,0,110,0
"Alabama","Madison",2008,366,180,177,9,0,0,0,147,77,51,0,0,174,0,192,0
"Alabama","Mobile",2008,357,281,71,5,0,0,0,150,64,36,0,0,180,0,79,98
"Alabama","Montgomery",2008,349,189,156,4,0,0,0,122,72,48,0,0,97,0,251,1
"Alabama","Morgan",2008,285,196,89,0,0,0,0,97,67,44,0,0,201,0,84,0
"Alabama","Russell",2008,342,154,183,5,0,0,0,121,74,52,0,0,71,0,271,0
"Alabama","Shelby",2008,284,188,87,7,2,0,0,166,77,44,0,0,205,0,79,0
"Alabama","Sumter",2008,242,227,15,0,0,0,0,84,49,31,0,0,242,0,0,0
"Alabama","Talladega",2008,107,61,46,0,0,0,0,92,64,49,0,0,0,0,107,0
"Alabama","Tuscaloosa",2008,267,208,58,1,0,0,0,101,60,40,0,0,180,0,87,0
"Alabama","Walker",2008,120,69,51,0,0,0,0,96,68,48,0,0,0,0,120,0
"Alaska","Aleutians East ",2008,109,109,0,0,0,0,0,40,19,8,0,0,0,0,109,0
"Alaska","Anchorage ",2008,305,282,23,0,0,0,0,86,47,19,126,0,0,0,72,107
"Alaska","Denali ",2008,360,353,5,2,0,0,0,119,44,31,0,0,358,0,2,0
"Alaska","Fairbanks North Star ",2008,363,264,72,21,6,0,0,185,89,23,23,0,0,0,340,0
"Alaska","Juneau ",2008,278,237,39,2,0,0,0,114,59,17,0,0,0,0,271,7
"Alaska","Kenai Peninsula ",2008,118,118,0,0,0,0,0,40,12,5,0,0,0,0,118,0
"Alaska","Matanuska-Susitna ",2008,125,107,17,1,0,0,0,140,57,16,0,0,0,0,108,17
"Alaska","Wrangell Petersburg",2008,108,108,0,0,0,0,0,18,9,4,0,0,0,0,108,0
"Alaska","Yukon-Koyukuk ",2008,17,17,0,0,0,0,0,13,11,5,0,0,0,0,17,0
"Arizona","Apache",2008,295,262,33,0,0,0,0,94,52,25,0,0,0,0,48,247
"Arizona","Cochise",2008,363,235,125,3,0,0,0,150,74,46,0,0,333,0,20,10
"Arizona","Coconino",2008,365,246,107,12,0,0,0,129,84,47,0,0,360,0,5,0
"Arizona","Gila",2008,366,92,118,134,22,0,0,200,140,90,0,0,79,278,3,6
"Arizona","La Paz",2008,178,105,66,7,0,0,0,143,93,48,0,0,178,0,0,0
"Arizona","Maricopa",2008,366,67,239,59,1,0,0,162,108,65,0,65,171,0,21,109
"Arizona","Mohave",2008,117,99,18,0,0,0,0,70,54,22,0,0,0,0,85,32
"Arizona","Navajo",2008,345,219,121,5,0,0,0,115,77,47,0,0,334,0,11,0
"Arizona","Pima",2008,366,201,148,17,0,0,0,133,90,49,0,32,286,0,10,38
"Arizona","Pinal",2008,366,60,117,105,60,18,5,505,186,105,0,0,78,0,12,276
"Arizona","Santa Cruz",2008,356,173,168,15,0,0,0,140,81,51,0,0,0,0,26,330
"Arizona","Yavapai",2008,161,123,35,3,0,0,0,101,77,25,0,0,55,0,103,3
"Arizona","Yuma",2008,360,220,116,23,0,1,0,245,87,45,0,0,156,0,23,181
"Arkansas","Arkansas",2008,116,74,42,0,0,0,0,87,65,43,0,0,0,0,116,0
"Arkansas","Ashley",2008,119,79,40,0,0,0,0,79,62,41,0,0,0,0,119,0
"Arkansas","Crittenden",2008,366,261,99,5,1,0,0,172,71,40,0,60,234,0,72,0
"Arkansas","Faulkner",2008,111,67,44,0,0,0,0,81,67,45,0,0,0,0,111,0
"Arkansas","Garland",2008,113,70,43,0,0,0,0,80,66,41,0,0,0,0,113,0
"Arkansas","Jackson",2008,122,76,45,1,0,0,0,101,65,43,0,0,0,0,122,0
"Arkansas","Newton",2008,364,295,69,0,0,0,0,84,61,39,0,0,334,0,30,0
"Arkansas","Phillips",2008,117,79,38,0,0,0,0,90,65,42,0,0,0,0,117,0
"Arkansas","Polk",2008,362,260,100,2,0,0,0,108,67,42,0,0,299,0,63,0
"Arkansas","Pope",2008,118,74,44,0,0,0,0,81,67,43,0,0,0,0,118,0
"Arkansas","Pulaski",2008,366,171,191,4,0,0,0,147,71,52,0,2,109,0,255,0
"Arkansas","Sebastian",2008,114,75,39,0,0,0,0,74,66,41,0,0,0,0,114,0
"Arkansas","Union",2008,366,328,38,0,0,0,0,91,51,6,0,0,0,262,104,0
"Arkansas","Washington",2008,366,309,57,0,0,0,0,87,54,37,0,0,290,0,76,0
"Arkansas","White",2008,106,74,32,0,0,0,0,84,66,38,0,0,0,0,106,0
"California","Alameda",2008,366,182,168,12,3,1,0,205,83,51,0,15,100,0,251,0
"California","Amador",2008,353,220,91,28,11,3,0,206,115,45,0,0,353,0,0,0
"California","Butte",2008,366,173,157,24,9,3,0,212,100,52,0,0,259,0,107,0
"California","Calaveras",2008,361,231,98,26,5,1,0,202,93,45,0,0,346,0,14,1
"California","Colusa",2008,366,210,138,11,6,1,0,220,83,47,0,0,197,0,165,4
"California","Contra Costa",2008,366,266,84,13,3,0,0,161,77,42,0,42,250,5,65,4
"California","Del Norte",2008,118,113,5,0,0,0,0,68,30,14,0,0,0,0,92,26
"California","El Dorado",2008,366,208,102,39,13,4,0,214,122,47,0,0,364,0,2,0
"California","Fresno",2008,366,55,177,92,35,7,0,228,153,84,0,4,190,0,171,1
"California","Glenn",2008,365,220,124,9,10,2,0,237,77,46,0,0,174,0,189,2
"California","Humboldt",2008,363,348,15,0,0,0,0,87,42,28,2,19,288,0,50,4
"California","Imperial",2008,366,171,162,28,5,0,0,169,97,53,2,78,235,0,31,20
"California","Inyo",2008,366,197,134,22,9,0,1,710,100,49,0,0,304,0,1,61
"California","Kern",2008,366,34,137,107,74,14,0,217,172,107,0,1,204,0,147,14
"California","Kings",2008,366,68,194,69,32,3,0,220,143,80,0,0,202,0,141,23
"California","Lake",2008,363,339,21,1,2,0,0,172,46,34,0,0,353,0,10,0
"California","Los Angeles",2008,366,31,213,68,46,8,0,227,172,84,0,66,163,1,134,2
"California","Madera",2008,346,215,85,40,5,1,0,202,108,45,0,35,311,0,0,0
"California","Marin",2008,363,347,16,0,0,0,0,97,44,31,0,114,216,0,32,1
"California","Mariposa",2008,366,144,161,45,16,0,0,200,119,55,0,0,289,0,77,0
"California","Mendocino",2008,355,337,15,3,0,0,0,134,44,31,2,32,286,0,22,13
"California","Merced",2008,364,176,129,44,12,3,0,216,119,52,0,32,285,0,41,6
"California","Mono",2008,296,246,35,3,3,1,1,2665,64,20,0,0,0,0,21,275
"California","Monterey",2008,366,339,27,0,0,0,0,97,49,36,0,11,334,0,13,8
"California","Napa",2008,366,198,159,9,0,0,0,122,72,49,0,7,91,0,268,0
"California","Nevada",2008,366,188,126,34,17,1,0,203,115,50,0,2,306,0,58,0
"California","Orange",2008,366,108,216,36,6,0,0,197,101,65,0,54,108,0,200,4
"California","Placer",2008,366,162,146,39,18,1,0,207,115,54,0,23,225,0,118,0
"California","Plumas",2008,141,77,54,4,6,0,0,196,92,47,0,0,0,0,141,0
"California","Riverside",2008,366,37,175,90,49,14,1,322,179,91,0,21,204,0,98,43
"California","Sacramento",2008,366,133,160,47,19,7,0,219,140,61,0,24,239,0,97,6
"California","San Benito",2008,364,238,100,22,4,0,0,172,93,45,0,0,354,0,10,0
"California","San Bernardino",2008,366,83,136,68,54,25,0,222,187,84,0,60,265,0,34,7
"California","San Diego",2008,366,67,225,63,10,1,0,204,117,72,0,47,191,0,122,6
"California","San Francisco",2008,365,223,140,2,0,0,0,110,69,44,0,51,73,0,241,0
"California","San Joaquin",2008,366,192,142,22,10,0,0,195,95,49,0,38,213,0,105,10
"California","San Luis Obispo",2008,366,173,121,62,10,0,0,179,122,51,0,2,348,1,9,6
"California","San Mateo",2008,366,244,121,1,0,0,0,102,69,40,0,41,114,0,211,0
"California","Santa Barbara",2008,366,233,121,11,1,0,0,151,77,47,0,6,346,0,14,0
"California","Santa Clara",2008,366,181,167,17,1,0,0,179,85,51,0,26,142,0,198,0
"California","Santa Cruz",2008,366,335,30,1,0,0,0,115,49,36,0,0,350,0,12,4
"California","Shasta",2008,366,251,85,23,6,1,0,250,93,45,0,0,344,0,22,0
"California","Siskiyou",2008,360,326,32,2,0,0,0,115,50,34,0,0,331,0,19,10
"California","Solano",2008,366,172,171,19,4,0,0,169,87,52,0,2,137,0,227,0
"California","Sonoma",2008,366,335,31,0,0,0,0,90,48,37,0,45,282,0,39,0
"California","Stanislaus",2008,366,106,178,63,15,4,0,226,130,64,0,2,195,0,167,2
"California","Sutter",2008,365,179,149,28,7,2,0,208,101,51,0,15,204,0,145,1
"California","Tehama",2008,314,196,87,27,4,0,0,197,100,47,0,0,303,0,0,11
"California","Trinity",2008,122,103,8,2,9,0,0,188,94,18,0,0,0,0,69,53
"California","Tulare",2008,366,61,135,97,65,8,0,217,166,97,0,0,245,0,121,0
"California","Tuolumne",2008,365,237,90,29,7,2,0,209,101,45,0,0,365,0,0,0
"California","Ventura",2008,366,188,121,50,7,0,0,174,115,50,0,16,316,0,34,0
"California","Yolo",2008,366,238,107,14,7,0,0,182,80,44,0,10,231,0,118,7
"Colorado","Adams",2008,366,196,155,15,0,0,0,150,84,49,0,91,198,1,40,36
"Colorado","Alamosa",2008,361,343,16,2,0,0,0,102,37,20,0,0,0,0,13,348
"Colorado","Arapahoe",2008,190,170,20,0,0,0,0,74,52,35,0,0,99,0,91,0
"Colorado","Archuleta",2008,354,348,6,0,0,0,0,98,34,19,0,0,0,0,0,354
"Colorado","Boulder",2008,366,219,131,16,0,0,0,143,87,47,9,0,332,0,25,0
"Colorado","Clear Creek",2008,105,27,65,12,1,0,0,151,105,67,0,0,105,0,0,0
