"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Baldwin",2011,282,204,69,9,0,0,0,126,74,42,0,0,209,0,73,0
"Alabama","Clay",2011,118,80,38,0,0,0,0,86,63,39,0,0,0,0,118,0
"Alabama","Colbert",2011,279,214,64,1,0,0,0,101,61,42,0,0,197,0,82,0
"Alabama","DeKalb",2011,336,257,78,1,0,0,0,101,63,40,0,0,271,0,65,0
"Alabama","Elmore",2011,242,192,48,2,0,0,0,105,64,44,0,0,242,0,0,0
"Alabama","Etowah",2011,275,208,67,0,0,0,0,99,62,41,0,0,188,0,87,0
"Alabama","Houston",2011,283,207,76,0,0,0,0,100,67,44,0,0,207,0,76,0
"Alabama","Jefferson",2011,365,118,208,33,6,0,0,182,105,58,2,0,120,3,224,16
"Alabama","Lawrence",2011,95,70,25,0,0,0,0,82,59,34,0,0,0,0,95,0
"Alabama","Madison",2011,331,222,105,4,0,0,0,126,77,44,0,0,202,0,76,53
"Alabama","Mobile",2011,304,215,82,7,0,0,0,122,80,42,0,0,209,0,74,21
"Alabama","Montgomery",2011,278,183,93,2,0,0,0,108,74,44,0,0,193,0,85,0
"Alabama","Morgan",2011,280,193,85,2,0,0,0,115,74,43,0,0,203,0,77,0
"Alabama","Russell",2011,278,172,104,2,0,0,0,126,71,46,0,0,183,0,95,0
"Alabama","Shelby",2011,282,190,79,12,1,0,0,166,87,44,0,0,208,0,74,0
"Alabama","Sumter",2011,198,174,24,0,0,0,0,93,54,38,0,0,198,0,0,0
"Alabama","Talladega",2011,110,61,49,0,0,0,0,94,67,47,0,0,0,0,110,0
"Alabama","Tuscaloosa",2011,279,234,44,1,0,0,0,103,56,38,0,0,184,0,95,0
"Alabama","Walker",2011,107,70,37,0,0,0,0,84,65,43,0,0,0,0,107,0
"Alaska","Aleutians East ",2011,101,100,1,0,0,0,0,52,22,11,0,0,0,0,101,0
"Alaska","Anchorage ",2011,365,318,47,0,0,0,0,88,54,29,17,0,141,0,133,74
"Alaska","Denali ",2011,365,364,1,0,0,0,0,61,44,34,0,0,362,0,3,0
"Alaska","Fairbanks North Star ",2011,365,211,122,27,5,0,0,161,95,38,0,0,33,0,294,38
"Alaska","Juneau ",2011,353,299,54,0,0,0,0,88,57,23,0,0,0,0,344,9
"Alaska","Kenai Peninsula ",2011,166,166,0,0,0,0,0,36,18,8,0,0,0,0,166,0
"Alaska","Matanuska-Susitna ",2011,362,306,53,2,0,1,0,241,55,31,0,0,69,0,250,43
"Alaska","Yukon-Koyukuk ",2011,119,118,1,0,0,0,0,59,12,5,0,0,0,0,119,0
"Arizona","Apache",2011,364,362,2,0,0,0,0,54,25,14,0,0,0,0,39,325
"Arizona","Cochise",2011,352,215,126,11,0,0,0,119,80,47,0,0,322,0,17,13
"Arizona","Coconino",2011,365,229,126,10,0,0,0,129,77,47,0,0,337,0,13,15
"Arizona","Gila",2011,365,97,173,91,4,0,0,169,117,74,0,0,87,215,2,61
"Arizona","La Paz",2011,196,104,84,8,0,0,0,136,87,50,0,0,196,0,0,0
"Arizona","Maricopa",2011,365,46,254,48,10,4,2,565,119,68,0,29,180,0,89,67
"Arizona","Mohave",2011,108,107,1,0,0,0,0,89,28,15,0,0,0,0,73,35
"Arizona","Navajo",2011,365,247,117,1,0,0,0,105,74,46,0,0,362,0,0,3
"Arizona","Pima",2011,365,183,162,20,0,0,0,144,90,50,0,12,256,0,26,71
"Arizona","Pinal",2011,365,70,180,76,17,9,5,2212,155,83,0,0,76,0,5,284
"Arizona","Santa Cruz",2011,352,214,136,2,0,0,0,104,73,44,0,0,0,0,16,336
"Arizona","Yavapai",2011,243,170,70,3,0,0,0,126,74,44,0,0,181,0,58,4
"Arizona","Yuma",2011,363,259,90,14,0,0,0,140,80,40,0,0,176,0,23,164
"Arkansas","Arkansas",2011,111,75,36,0,0,0,0,79,61,45,0,0,0,0,111,0
"Arkansas","Ashley",2011,118,73,45,0,0,0,0,95,61,45,0,0,0,0,118,0
"Arkansas","Clark",2011,270,249,21,0,0,0,0,100,49,35,0,0,270,0,0,0
"Arkansas","Crittenden",2011,365,256,92,15,2,0,0,161,77,44,0,47,250,0,68,0
"Arkansas","Faulkner",2011,116,74,42,0,0,0,0,83,64,43,0,0,0,0,116,0
"Arkansas","Garland",2011,122,79,43,0,0,0,0,83,62,45,0,0,0,0,122,0
"Arkansas","Jackson",2011,117,85,32,0,0,0,0,77,61,40,0,0,0,0,117,0
"Arkansas","Newton",2011,365,285,78,2,0,0,0,108,64,41,0,0,329,0,36,0
"Arkansas","Phillips",2011,119,85,34,0,0,0,0,83,63,42,0,0,0,0,119,0
"Arkansas","Polk",2011,364,226,125,13,0,0,0,150,80,45,0,0,307,0,57,0
"Arkansas","Pope",2011,119,65,54,0,0,0,0,83,65,48,0,0,0,0,119,0
"Arkansas","Pulaski",2011,365,146,201,18,0,0,0,147,82,54,0,4,119,0,242,0
"Arkansas","Sebastian",2011,17,10,7,0,0,0,0,74,70,48,0,0,0,0,17,0
"Arkansas","Union",2011,365,315,50,0,0,0,0,87,54,6,0,0,0,251,114,0
"Arkansas","Van Buren",2011,273,273,0,0,0,0,0,42,28,19,0,0,273,0,0,0
"Arkansas","Washington",2011,365,259,101,5,0,0,0,140,71,43,0,0,301,0,64,0
"Arkansas","White",2011,116,71,45,0,0,0,0,78,67,45,0,0,0,0,116,0
"California","Alameda",2011,365,220,134,11,0,0,0,147,74,44,0,20,137,0,208,0
"California","Alpine",2011,7,4,3,0,0,0,0,57,57,42,0,0,0,0,7,0
"California","Amador",2011,363,284,76,3,0,0,0,119,74,38,0,0,363,0,0,0
"California","Butte",2011,365,149,192,24,0,0,0,149,90,55,0,0,180,0,185,0
"California","Calaveras",2011,364,216,137,11,0,0,0,143,87,46,0,0,246,0,118,0
"California","Colusa",2011,365,260,103,2,0,0,0,105,63,43,0,0,221,0,142,2
"California","Contra Costa",2011,365,290,68,7,0,0,0,131,69,39,0,26,261,2,76,0
"California","Del Norte",2011,120,119,1,0,0,0,0,54,30,13,0,0,0,0,83,37
"California","El Dorado",2011,355,234,80,35,6,0,0,172,105,42,0,0,352,0,3,0
"California","Fresno",2011,365,68,174,83,40,0,0,197,152,80,0,0,192,0,173,0
"California","Glenn",2011,365,267,96,2,0,0,0,105,62,44,0,0,225,0,139,1
"California","Humboldt",2011,362,303,59,0,0,0,0,78,55,35,0,4,214,0,142,2
"California","Imperial",2011,365,192,140,32,1,0,0,164,93,49,8,61,233,0,56,7
"California","Inyo",2011,365,173,146,33,5,2,0,13276,105,51,0,0,280,0,33,52
"California","Kern",2011,365,65,160,100,40,0,0,200,151,84,0,1,216,0,141,7
"California","Kings",2011,365,109,174,67,15,0,0,185,129,71,0,0,200,0,159,6
"California","Lake",2011,365,359,6,0,0,0,0,54,44,34,0,0,364,0,1,0
"California","Los Angeles",2011,365,17,227,82,36,3,0,218,151,80,0,22,162,0,180,1
"California","Madera",2011,365,62,225,63,15,0,0,179,133,71,0,0,143,0,216,6
"California","Marin",2011,365,279,85,1,0,0,0,117,59,39,0,17,113,0,234,1
"California","Mariposa",2011,365,211,126,28,0,0,0,150,97,48,0,0,296,0,67,2
"California","Mendocino",2011,361,291,70,0,0,0,0,80,56,39,0,0,31,0,309,21
"California","Merced",2011,362,123,179,58,2,0,0,155,115,64,0,1,179,0,182,0
"California","Mono",2011,365,313,34,4,1,0,2,4782,57,16,0,0,0,0,17,348
"California","Monterey",2011,365,335,30,0,0,0,0,77,49,37,0,6,262,0,70,27
"California","Napa",2011,365,243,120,2,0,0,0,120,66,42,1,10,154,0,198,2
"California","Nevada",2011,365,251,93,20,1,0,0,154,87,43,0,0,342,0,23,0
"California","Orange",2011,365,101,250,14,0,0,0,143,87,58,0,18,79,0,266,2
"California","Placer",2011,365,173,153,33,6,0,0,172,101,52,0,7,240,0,118,0
"California","Plumas",2011,122,75,42,4,1,0,0,153,88,39,0,0,0,0,122,0
"California","Riverside",2011,365,22,187,97,50,8,1,320,164,92,0,0,184,2,131,48
"California","Sacramento",2011,365,156,140,53,16,0,0,182,129,55,0,2,224,0,135,4
"California","San Benito",2011,365,300,63,2,0,0,0,108,61,41,0,0,314,0,48,3
"California","San Bernardino",2011,365,44,174,83,57,7,0,233,166,84,0,8,216,0,139,2
"California","San Diego",2011,364,55,275,30,4,0,0,169,100,63,0,28,137,0,192,7
"California","San Francisco",2011,365,252,111,2,0,0,0,131,70,41,0,80,124,0,161,0
"California","San Joaquin",2011,365,173,149,36,7,0,0,156,103,53,0,5,206,0,150,4
"California","San Luis Obispo",2011,365,138,208,19,0,0,0,133,93,56,0,0,197,0,155,13
"California","San Mateo",2011,364,288,75,1,0,0,0,111,60,38,0,20,158,0,186,0
"California","Santa Barbara",2011,365,206,156,2,1,0,0,161,63,49,0,3,182,1,176,3
"California","Santa Clara",2011,365,187,172,6,0,0,0,138,72,50,0,5,95,0,265,0
"California","Santa Cruz",2011,365,340,25,0,0,0,0,80,47,36,0,0,244,0,121,0
"California","Shasta",2011,365,266,93,5,1,0,0,152,71,44,0,0,353,0,11,1
"California","Siskiyou",2011,356,340,16,0,0,0,0,71,47,37,0,0,338,0,16,2
"California","Solano",2011,365,243,113,9,0,0,0,147,74,43,0,5,212,0,148,0
"California","Sonoma",2011,365,294,71,0,0,0,0,95,60,35,0,7,174,0,183,1
"California","Stanislaus",2011,365,124,170,57,14,0,0,169,122,64,0,0,194,0,171,0
"California","Sutter",2011,365,153,191,20,1,0,0,152,88,54,0,5,144,0,216,0
"California","Tehama",2011,365,195,155,15,0,0,0,122,84,48,0,0,220,0,144,1
"California","Trinity",2011,210,133,44,31,2,0,0,158,113,26,0,0,0,0,185,25
"California","Tulare",2011,365,68,149,93,55,0,0,195,159,84,0,1,208,0,156,0
"California","Tuolumne",2011,355,259,84,12,0,0,0,126,84,41,0,0,355,0,0,0
"California","Ventura",2011,365,222,127,14,2,0,0,151,84,47,0,6,333,0,26,0
"California","Yolo",2011,365,187,169,9,0,0,0,140,76,50,0,5,164,0,196,0
"Colorado","Adams",2011,365,204,148,12,1,0,0,159,80,48,0,114,207,1,28,15
"Colorado","Alamosa",2011,360,314,44,0,0,1,0,531,53,26,0,0,0,0,15,345
"Colorado","Arapahoe",2011,364,211,130,20,3,0,0,159,87,48,0,0,353,0,11,0
"Colorado","Archuleta",2011,339,333,6,0,0,0,0,78,32,17,0,0,0,0,0,339
"Colorado","Boulder",2011,365,221,128,16,0,0,0,140,84,48,2,0,335,0,26,2
"Colorado","Chaffee",2011,153,83,64,6,0,0,0,112,87,50,0,0,153,0,0,0
"Colorado","Clear Creek",2011,126,31,72,21,2,0,0,187,115,77,0,0,126,0,0,0
"Colorado","Delta",2011,121,121,0,0,0,0,0,47,31,19,0,0,0,0,0,121
"Colorado","Denver",2011,365,184,171,9,1,0,0,161,83,50,0,127,160,6,42,30
"Colorado","Douglas",2011,360,226,112,21,1,0,0,185,93,46,0,0,346,0,14,0
"Colorado","El Paso",2011,365,227,128,10,0,0,0,143,84,47,0,0,358,0,7,0
"Colorado","Elbert",2011,15,15,0,0,0,0,0,32,29,10,0,0,0,0,15,0
"Colorado","Fremont",2011,57,55,2,0,0,0,0,59,27,15,0,0,0,0,0,57
"Colorado","Garfield",2011,365,134,202,29,0,0,0,133,97,58,0,0,364,0,0,1
"Colorado","Gunnison",2011,363,321,41,1,0,0,0,101,52,40,0,0,204,0,0,159
"Colorado","Jackson",2011,161,161,0,0,0,0,0,44,40,29,0,0,81,0,80,0
"Colorado","Jefferson",2011,365,198,129,36,2,0,0,197,101,49,0,0,365,0,0,0
"Colorado","La Plata",2011,365,211,144,10,0,0,0,150,84,48,0,11,352,0,2,0
"Colorado","Larimer",2011,365,149,183,32,1,0,0,151,100,58,0,0,360,0,5,0
"Colorado","Mesa",2011,365,203,152,10,0,0,0,119,80,49,0,0,334,0,19,12
"Colorado","Moffat",2011,135,119,16,0,0,0,0,84,54,40,0,0,135,0,0,0
"Colorado","Montezuma",2011,365,233,127,5,0,0,0,126,77,46,0,0,358,0,7,0
"Colorado","Park",2011,307,219,82,6,0,0,0,126,71,47,0,0,307,0,0,0
"Colorado","Pitkin",2011,363,141,207,15,0,0,0,119,90,54,0,0,362,0,0,1
"Colorado","Prowers",2011,365,344,19,2,0,0,0,119,43,21,0,0,0,0,0,365
