"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Colbert",1983,342,229,43,54,16,0,0,200,129,21,0,0,0,342,0,0
"Alabama","Cullman",1983,211,124,53,26,8,0,0,185,122,45,0,0,211,0,0,0
"Alabama","Etowah",1983,210,124,49,26,11,0,0,200,129,45,0,0,210,0,0,0
"Alabama","Jackson",1983,315,170,86,47,12,0,0,200,110,47,0,0,0,315,0,0
"Alabama","Jefferson",1983,365,151,144,53,10,7,0,243,125,58,133,0,177,55,0,0
"Alabama","Lauderdale",1983,337,258,44,27,8,0,0,200,103,20,0,0,0,337,0,0
"Alabama","Madison",1983,165,119,31,11,3,1,0,208,100,43,0,0,165,0,0,0
"Alabama","Mobile",1983,365,193,113,50,8,1,0,206,107,48,0,0,261,104,0,0
"Alabama","Morgan",1983,178,170,7,1,0,0,0,130,42,21,0,0,86,92,0,0
"Alaska","Anchorage ",1983,365,180,120,43,16,6,0,233,125,51,341,0,24,0,0,0
"Alaska","Fairbanks North Star ",1983,273,161,77,24,7,4,0,224,111,38,273,0,0,0,0,0
"Alaska","Kenai Peninsula ",1983,47,47,0,0,0,0,0,7,7,0,0,0,0,47,0,0
"Alaska","Ketchikan Gateway ",1983,51,40,10,0,1,0,0,158,64,23,0,0,0,51,0,0
"Arizona","Apache",1983,364,364,0,0,0,0,0,40,10,7,0,54,0,310,0,0
"Arizona","Cochise",1983,364,175,32,74,83,0,0,200,200,56,108,0,25,231,0,0
"Arizona","Coconino",1983,320,235,77,8,0,0,0,133,84,38,138,0,182,0,0,0
"Arizona","Gila",1983,365,63,45,124,132,1,0,215,200,129,0,0,0,365,0,0
"Arizona","Greenlee",1983,364,53,26,44,241,0,0,200,200,199,0,0,53,311,0,0
"Arizona","Maricopa",1983,365,93,161,61,41,9,0,234,161,74,174,21,170,0,0,0
"Arizona","Pima",1983,365,48,250,64,3,0,0,174,108,74,170,74,120,1,0,0
"Arizona","Pinal",1983,352,133,63,96,60,0,0,200,182,82,0,0,0,352,0,0
"Arizona","Yavapai",1983,320,306,14,0,0,0,0,100,44,6,175,0,145,0,0,0
"Arizona","Yuma",1983,312,263,36,11,2,0,0,169,67,3,177,0,135,0,0,0
"Arkansas","Crittenden",1983,169,146,17,6,0,0,0,145,56,11,0,0,0,169,0,0
"Arkansas","Pulaski",1983,365,256,64,39,6,0,0,182,105,41,2,34,324,5,0,0
"Arkansas","Union",1983,350,350,0,0,0,0,0,16,7,0,0,0,0,350,0,0
"California","Alameda",1983,365,276,66,11,8,4,0,223,87,38,23,167,175,0,0,0
"California","Butte",1983,365,315,49,1,0,0,0,103,57,34,81,135,149,0,0,0
"California","Colusa",1983,182,116,54,11,1,0,0,151,90,44,0,0,182,0,0,0
"California","Contra Costa",1983,365,250,89,15,11,0,0,190,90,44,13,154,168,30,0,0
"California","El Dorado",1983,365,97,236,24,4,4,0,218,97,62,298,0,67,0,0,0
"California","Fresno",1983,365,132,122,56,47,8,0,218,164,61,67,76,220,2,0,0
"California","Glenn",1983,171,100,52,16,3,0,0,174,101,44,0,0,171,0,0,0
"California","Imperial",1983,335,271,53,11,0,0,0,133,67,34,0,0,335,0,0,0
"California","Kern",1983,364,115,146,49,48,6,0,208,161,68,17,138,152,57,0,0
"California","Kings",1983,312,165,85,50,12,0,0,200,122,48,0,0,312,0,0,0
"California","Lake",1983,322,318,4,0,0,0,0,71,42,31,0,0,322,0,0,0
"California","Los Angeles",1983,365,11,102,80,37,135,0,300,280,143,59,125,180,1,0,0
"California","Marin",1983,365,336,28,0,1,0,0,164,47,38,30,306,29,0,0,0
"California","Mendocino",1983,337,336,1,0,0,0,0,58,32,19,0,0,337,0,0,0
"California","Mono",1983,277,205,54,17,1,0,0,154,90,37,133,0,144,0,0,0
"California","Monterey",1983,365,338,22,5,0,0,0,143,47,37,0,80,285,0,0,0
"California","Napa",1983,360,326,28,6,0,0,0,136,50,31,56,122,182,0,0,0
"California","Orange",1983,365,77,139,77,27,45,0,296,207,87,13,201,151,0,0,0
"California","Placer",1983,131,60,34,27,8,2,0,212,143,54,0,0,131,0,0,0
"California","Riverside",1983,365,83,110,35,31,106,0,296,249,100,23,126,216,0,0,0
"California","Sacramento",1983,365,187,109,33,26,10,0,221,150,49,71,81,213,0,0,0
"California","San Benito",1983,362,303,48,8,3,0,0,156,67,35,0,39,323,0,0,0
"California","San Bernardino",1983,365,39,122,56,26,122,0,300,275,108,2,134,228,1,0,0
"California","San Diego",1983,365,87,116,69,55,38,0,256,201,90,13,106,245,1,0,0
"California","San Francisco",1983,365,269,89,7,0,0,0,108,68,41,139,199,25,2,0,0
"California","San Joaquin",1983,363,262,71,23,6,1,0,210,89,38,32,131,193,7,0,0
"California","San Luis Obispo",1983,365,284,66,12,3,0,0,169,77,38,0,46,274,45,0,0
