"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Colbert",1986,355,220,45,68,22,0,0,200,141,23,0,0,0,355,0,0
"Alabama","Cullman",1986,204,98,59,35,11,1,0,207,136,54,0,0,204,0,0,0
"Alabama","Etowah",1986,275,164,70,27,14,0,0,185,122,46,0,0,247,0,0,28
"Alabama","Jackson",1986,337,210,93,29,5,0,0,200,102,39,0,0,0,337,0,0
"Alabama","Jefferson",1986,365,179,138,41,6,1,0,224,112,51,74,0,141,27,0,123
"Alabama","Lauderdale",1986,328,248,54,23,3,0,0,190,94,21,0,0,0,328,0,0
"Alabama","Mobile",1986,287,134,81,63,9,0,0,185,122,54,0,0,117,146,0,24
"Alabama","Montgomery",1986,251,155,50,33,13,0,0,197,126,44,0,0,242,0,0,9
"Alabama","Morgan",1986,307,276,29,2,0,0,0,107,54,19,0,0,0,307,0,0
"Alabama","Shelby",1986,281,156,63,39,19,4,0,209,133,47,0,0,267,0,0,14
"Alaska","Anchorage ",1986,365,199,151,12,3,0,0,191,75,48,203,0,0,0,0,162
"Alaska","Fairbanks North Star ",1986,269,144,93,25,6,1,0,205,111,47,174,0,0,0,0,95
"Alaska","Juneau ",1986,278,258,18,2,0,0,0,143,45,18,0,0,0,0,0,278
"Alaska","Ketchikan Gateway ",1986,150,81,44,19,6,0,0,200,112,47,0,0,0,150,0,0
"Arizona","Apache",1986,90,88,2,0,0,0,0,64,30,7,0,45,0,45,0,0
"Arizona","Cochise",1986,330,102,48,81,99,0,0,200,200,107,0,0,0,305,0,25
"Arizona","Coconino",1986,207,185,22,0,0,0,0,73,51,22,156,0,0,0,0,51
"Arizona","Gila",1986,365,94,105,114,52,0,0,200,166,90,0,0,0,348,0,17
"Arizona","Graham",1986,54,44,10,0,0,0,0,76,54,31,0,0,0,0,0,54
"Arizona","Maricopa",1986,365,49,206,90,18,2,0,218,136,81,186,0,122,0,0,57
"Arizona","Navajo",1986,22,21,1,0,0,0,0,62,44,23,0,0,0,0,0,22
"Arizona","Pima",1986,365,94,255,16,0,0,0,133,90,61,113,55,150,0,0,47
"Arizona","Pinal",1986,354,85,69,103,97,0,0,200,200,111,0,0,0,354,0,0
