"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Baldwin",2017,135,111,23,1,0,0,0,108,61,41,0,0,104,0,31,0
"Alabama","Clay",2017,58,49,9,0,0,0,0,66,54,27,0,0,0,0,58,0
"Alabama","Colbert",2017,140,128,12,0,0,0,0,63,50,41,0,0,110,0,30,0
"Alabama","DeKalb",2017,241,219,22,0,0,0,0,80,50,40,0,0,224,0,17,0
"Alabama","Elmore",2017,105,100,5,0,0,0,0,58,48,38,0,0,105,0,0,0
"Alabama","Etowah",2017,178,118,58,1,1,0,0,163,62,45,0,0,73,0,105,0
"Alabama","Houston",2017,140,125,14,1,0,0,0,131,51,38,0,0,106,0,34,0
"Alabama","Jefferson",2017,243,103,134,6,0,0,0,129,76,53,0,2,73,45,123,0
"Alabama","Lawrence",2017,11,11,0,0,0,0,0,38,30,18,0,0,0,0,11,0
"Alabama","Madison",2017,167,143,24,0,0,0,0,100,58,42,0,0,118,0,22,27
"Alabama","Mobile",2017,181,139,37,5,0,0,0,139,60,41,0,0,96,2,83,0
"Alabama","Montgomery",2017,178,126,49,2,0,1,0,221,62,43,0,0,80,0,98,0
"Alabama","Morgan",2017,181,154,27,0,0,0,0,80,53,40,0,0,99,0,82,0
"Alabama","Russell",2017,133,112,21,0,0,0,0,86,57,42,0,0,104,0,29,0
"Alabama","Shelby",2017,263,251,12,0,0,0,0,97,47,1,0,0,116,147,0,0
"Alabama","Sumter",2017,170,157,13,0,0,0,0,66,50,39,0,0,99,0,71,0
"Alabama","Talladega",2017,60,47,13,0,0,0,0,70,57,30,0,0,0,0,60,0
"Alabama","Tuscaloosa",2017,171,105,65,1,0,0,0,123,63,46,0,0,44,0,127,0
"Alaska","Aleutians East ",2017,11,11,0,0,0,0,0,21,16,8,0,0,0,0,11,0
"Alaska","Anchorage ",2017,181,148,32,1,0,0,0,105,60,25,3,0,0,0,89,89
"Alaska","Denali ",2017,239,239,0,0,0,0,0,49,43,35,0,0,239,0,0,0
"Alaska","Fairbanks North Star ",2017,216,147,52,12,5,0,0,168,92,39,0,13,98,0,97,8
"Alaska","Juneau ",2017,198,177,20,1,0,0,0,103,52,14,0,0,0,0,198,0
"Alaska","Kenai Peninsula ",2017,11,11,0,0,0,0,0,16,13,6,0,0,0,0,11,0
"Alaska","Matanuska-Susitna ",2017,181,151,26,3,1,0,0,155,69,34,0,0,136,0,39,6
"Arizona","Apache",2017,278,278,0,0,0,0,0,49,27,12,0,0,0,0,22,256
"Arizona","Cochise",2017,273,181,90,2,0,0,0,131,71,46,0,0,222,0,15,36
"Arizona","Coconino",2017,273,185,87,1,0,0,0,105,71,47,0,0,273,0,0,0
"Arizona","Gila",2017,273,42,124,90,17,0,0,200,133,85,0,0,76,190,0,7
"Arizona","La Paz",2017,266,187,77,2,0,0,0,105,74,44,0,0,252,0,12,2
"Arizona","Maricopa",2017,301,96,171,32,2,0,0,154,105,64,28,19,205,0,34,15
"Arizona","Mohave",2017,258,253,5,0,0,0,0,86,30,16,0,0,0,0,4,254
