"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Baldwin",2014,280,232,46,2,0,0,0,112,59,38,0,0,205,0,75,0
"Alabama","Clay",2014,114,96,18,0,0,0,0,70,54,36,0,0,0,0,114,0
"Alabama","Colbert",2014,284,251,33,0,0,0,0,87,52,37,0,0,206,0,78,0
"Alabama","DeKalb",2014,360,313,47,0,0,0,0,90,54,38,0,0,300,0,60,0
"Alabama","Elmore",2014,245,224,21,0,0,0,0,84,49,36,0,0,245,0,0,0
"Alabama","Etowah",2014,281,244,37,0,0,0,0,97,54,38,0,0,207,0,74,0
"Alabama","Houston",2014,279,241,38,0,0,0,0,80,52,38,0,0,212,0,67,0
"Alabama","Jefferson",2014,365,158,201,6,0,0,0,112,74,53,0,7,71,2,283,2
"Alabama","Lawrence",2014,104,92,12,0,0,0,0,83,52,27,0,0,0,0,104,0
"Alabama","Madison",2014,338,281,57,0,0,0,0,97,58,39,0,0,214,0,68,56
"Alabama","Mobile",2014,285,224,55,6,0,0,0,115,67,41,0,0,223,0,61,1
"Alabama","Montgomery",2014,284,235,49,0,0,0,0,87,56,40,0,0,198,0,86,0
"Alabama","Morgan",2014,283,238,45,0,0,0,0,93,54,39,0,0,209,0,74,0
"Alabama","Russell",2014,284,218,65,1,0,0,0,108,58,40,0,0,184,0,100,0
"Alabama","Shelby",2014,273,226,46,1,0,0,0,119,54,40,0,0,210,0,63,0
"Alabama","Sumter",2014,241,232,9,0,0,0,0,74,47,34,0,0,241,0,0,0
"Alabama","Talladega",2014,108,86,22,0,0,0,0,79,56,37,0,0,0,0,108,0
"Alabama","Tuscaloosa",2014,280,251,29,0,0,0,0,93,52,36,0,0,190,0,90,0
"Alaska","Aleutians East ",2014,105,104,1,0,0,0,0,56,19,9,0,0,0,0,105,0
"Alaska","Anchorage ",2014,360,275,82,2,1,0,0,152,64,28,9,0,0,0,190,161
