"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Baldwin",2004,271,182,74,15,0,0,0,143,83,43,0,0,196,0,75,0
"Alabama","Barbour",2004,49,28,20,1,0,0,0,106,71,45,0,0,0,0,49,0
"Alabama","Clay",2004,283,192,87,4,0,0,0,129,77,44,0,0,188,0,95,0
"Alabama","Colbert",2004,366,295,70,1,0,0,0,102,61,38,0,0,182,101,83,0
"Alabama","DeKalb",2004,111,53,56,2,0,0,0,109,75,51,0,0,0,0,111,0
"Alabama","Elmore",2004,238,177,55,6,0,0,0,129,80,42,0,0,238,0,0,0
"Alabama","Escambia",2004,111,64,45,2,0,0,0,101,72,45,0,0,0,0,110,1
"Alabama","Etowah",2004,284,178,102,4,0,0,0,112,77,46,0,0,182,0,100,2
"Alabama","Houston",2004,73,36,36,1,0,0,0,126,68,51,0,0,0,0,70,3
"Alabama","Jackson",2004,365,276,76,12,1,0,0,200,74,39,0,5,298,62,0,0
"Alabama","Jefferson",2004,366,42,284,36,4,0,0,166,101,68,10,0,31,6,293,26
"Alabama","Lawrence",2004,278,208,68,2,0,0,0,101,67,43,0,0,195,0,83,0
"Alabama","Limestone",2004,91,86,5,0,0,0,0,84,44,31,0,3,86,2,0,0
"Alabama","Madison",2004,365,241,112,12,0,0,0,150,77,43,0,0,267,0,86,12
"Alabama","Marengo",2004,56,56,0,0,0,0,0,39,31,17,0,0,0,0,0,56
"Alabama","Mobile",2004,362,249,91,18,3,1,0,238,87,42,0,0,189,19,73,81
"Alabama","Montgomery",2004,282,209,70,3,0,0,0,124,66,43,0,0,168,0,114,0
"Alabama","Morgan",2004,285,166,110,9,0,0,0,130,77,48,0,0,199,0,86,0
"Alabama","Pike",2004,53,53,0,0,0,0,0,49,32,18,0,0,0,0,0,53
"Alabama","Russell",2004,280,179,94,7,0,0,0,129,75,46,0,0,176,0,104,0
"Alabama","Shelby",2004,280,176,90,12,2,0,0,179,84,45,0,0,190,0,90,0
"Alabama","Sumter",2004,269,215,54,0,0,0,0,93,61,38,0,0,173,0,96,0
"Alabama","Talladega",2004,283,193,85,5,0,0,0,147,68,43,0,0,186,0,97,0
"Alabama","Tuscaloosa",2004,275,203,70,2,0,0,0,115,68,42,0,0,174,0,101,0
"Alabama","Walker",2004,117,63,54,0,0,0,0,93,70,49,0,0,0,0,117,0
"Alaska","Aleutians East ",2004,121,120,1,0,0,0,0,55,23,9,0,0,0,0,121,0
"Alaska","Anchorage ",2004,306,272,33,1,0,0,0,121,52,24,131,0,0,0,74,101
"Alaska","Denali ",2004,363,360,3,0,0,0,0,80,44,30,0,0,360,0,3,0
"Alaska","Fairbanks North Star ",2004,224,181,25,5,4,3,5,503,81,24,154,0,0,0,70,0
"Alaska","Juneau ",2004,122,108,14,0,0,0,0,88,52,22,0,0,0,0,112,10
"Alaska","Kenai Peninsula ",2004,115,115,0,0,0,0,0,50,15,5,0,0,0,0,115,0
"Alaska","Matanuska-Susitna ",2004,121,110,10,0,0,0,0,501,46,9,0,0,0,0,101,20
"Alaska","Northwest Arctic ",2004,21,21,0,0,0,0,0,35,26,8,0,0,0,0,21,0
"Alaska","Skagway-Hoonah-Angoon",2004,96,87,8,1,0,0,0,122,47,17,0,0,0,0,96,0
"Alaska","Wrangell Petersburg",2004,58,58,0,0,0,0,0,46,13,5,0,0,0,0,58,0
"Arizona","Apache",2004,304,304,0,0,0,0,0,49,37,19,0,0,0,0,41,263
"Arizona","Cochise",2004,362,248,111,3,0,0,0,108,74,45,0,0,346,0,14,2
"Arizona","Coconino",2004,362,239,117,6,0,0,0,122,74,47,0,0,352,0,10,0
"Arizona","Gila",2004,366,81,121,140,24,0,0,200,135,91,0,0,66,289,9,2
"Arizona","Graham",2004,61,60,1,0,0,0,0,73,24,13,0,0,0,0,0,61
"Arizona","Maricopa",2004,366,60,255,48,2,0,1,385,105,67,1,96,184,0,29,56
"Arizona","Mohave",2004,122,119,3,0,0,0,0,84,34,18,0,0,0,0,93,29
"Arizona","Navajo",2004,335,216,115,4,0,0,0,147,80,45,0,0,322,0,8,5
"Arizona","Pima",2004,366,228,129,9,0,0,0,115,87,47,0,30,285,0,22,29
