"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Baldwin",2007,269,181,72,15,1,0,0,154,87,43,0,0,196,0,73,0
"Alabama","Clay",2007,283,142,129,10,2,0,0,166,84,50,0,0,200,0,83,0
"Alabama","Colbert",2007,324,212,97,15,0,0,0,122,84,45,0,0,194,48,82,0
"Alabama","DeKalb",2007,108,50,57,1,0,0,0,116,75,53,0,0,0,0,108,0
"Alabama","Elmore",2007,244,162,75,6,1,0,0,151,77,45,0,0,244,0,0,0
"Alabama","Escambia",2007,107,56,50,1,0,0,0,137,71,49,0,0,0,0,107,0
"Alabama","Etowah",2007,323,131,170,22,0,0,0,145,87,54,0,0,127,0,196,0
"Alabama","Houston",2007,276,183,85,7,1,0,0,158,77,45,0,0,190,0,86,0
"Alabama","Jackson",2007,273,256,16,1,0,0,0,120,40,9,0,0,0,273,0,0
"Alabama","Jefferson",2007,365,31,261,56,16,1,0,203,127,75,18,0,71,5,216,55
"Alabama","Lawrence",2007,282,149,110,22,1,0,0,156,97,49,0,0,206,0,76,0
"Alabama","Madison",2007,364,208,131,23,2,0,0,182,93,46,0,0,288,0,74,2
"Alabama","Mobile",2007,359,261,79,17,2,0,0,164,75,42,0,0,201,0,71,87
"Alabama","Montgomery",2007,353,157,177,14,5,0,0,157,87,53,0,0,122,0,231,0
"Alabama","Morgan",2007,284,130,125,27,2,0,0,172,101,54,0,0,202,0,82,0
"Alabama","Russell",2007,354,133,203,15,3,0,0,163,89,56,0,0,93,0,261,0
"Alabama","Shelby",2007,284,146,109,23,6,0,0,182,101,50,0,0,202,0,82,0
"Alabama","Sumter",2007,239,191,46,2,0,0,0,140,74,40,0,0,239,0,0,0
"Alabama","Talladega",2007,118,57,60,1,0,0,0,113,77,51,0,0,0,0,118,0
"Alabama","Tuscaloosa",2007,274,154,102,16,2,0,0,159,93,47,0,0,189,0,85,0
