"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Autauga",1981,357,289,49,15,4,0,0,195,77,32,0,0,241,116,0,0
"Alabama","Colbert",1981,358,235,42,46,35,0,0,200,149,29,0,0,0,358,0,0
"Alabama","Etowah",1981,188,114,32,26,13,3,0,226,143,44,0,0,188,0,0,0
"Alabama","Jackson",1981,365,53,71,147,94,0,0,200,200,116,0,0,0,365,0,0
"Alabama","Jefferson",1981,365,134,135,56,31,9,0,239,156,67,64,0,275,26,0,0
"Alabama","Lauderdale",1981,353,222,46,65,20,0,0,200,130,29,0,0,0,353,0,0
"Alabama","Madison",1981,352,251,80,21,0,0,0,150,90,39,0,0,352,0,0,0
"Alabama","Mobile",1981,365,129,105,106,23,2,0,203,143,75,0,0,212,153,0,0
"Alabama","Monroe",1981,253,228,23,2,0,0,0,112,50,37,0,0,253,0,0,0
"Alabama","Morgan",1981,301,219,74,8,0,0,0,122,74,38,0,86,172,43,0,0
"Alabama","Tuscaloosa",1981,228,169,47,12,0,0,0,140,84,42,0,0,228,0,0,0
"Alaska","Anchorage ",1981,365,207,124,19,13,2,0,215,99,45,365,0,0,0,0,0
"Alaska","Fairbanks North Star ",1981,323,218,81,17,6,1,0,202,92,28,323,0,0,0,0,0
"Alaska","Valdez-Cordova ",1981,363,318,41,2,2,0,0,197,52,31,0,78,194,91,0,0
"Arizona","Apache",1981,188,188,0,0,0,0,0,19,9,7,0,133,0,55,0,0
"Arizona","Cochise",1981,364,100,30,68,166,0,0,200,200,142,22,0,44,298,0,0
"Arizona","Coconino",1981,329,272,53,4,0,0,0,115,58,37,167,0,162,0,0,0
"Arizona","Gila",1981,365,6,7,50,301,1,0,237,200,200,0,0,0,365,0,0
"Arizona","Greenlee",1981,365,33,14,26,292,0,0,200,200,200,0,0,24,341,0,0
"Arizona","Maricopa",1981,365,69,178,77,27,14,0,234,153,80,173,15,177,0,0,0
"Arizona","Pima",1981,365,5,125,160,75,0,0,200,194,114,44,67,41,213,0,0
"Arizona","Pinal",1981,345,80,26,96,143,0,0,200,200,135,0,0,0,345,0,0
"Arizona","Yavapai",1981,277,257,19,1,0,0,0,105,49,36,146,0,131,0,0,0
"Arizona","Yuma",1981,354,301,42,11,0,0,0,136,61,29,171,0,183,0,0,0
"Arkansas","Crittenden",1981,242,198,32,10,2,0,0,178,65,16,0,0,0,242,0,0
"Arkansas","Pulaski",1981,365,234,90,40,1,0,0,174,105,44,0,65,284,16,0,0
"Arkansas","Union",1981,152,148,4,0,0,0,0,84,30,0,0,0,0,152,0,0
"California","Alameda",1981,365,242,95,23,4,1,0,205,90,43,20,222,123,0,0,0
"California","Butte",1981,365,293,71,1,0,0,0,126,67,33,68,131,166,0,0,0
"California","Colusa",1981,320,228,55,37,0,0,0,150,101,35,0,0,320,0,0,0
"California","Contra Costa",1981,365,234,99,24,8,0,0,179,93,46,16,142,168,39,0,0
"California","El Dorado",1981,365,77,237,42,9,0,0,200,106,71,278,1,86,0,0,0
"California","Fresno",1981,365,92,131,70,48,24,0,222,182,79,61,84,219,1,0,0
"California","Glenn",1981,318,242,67,9,0,0,0,143,84,32,0,0,318,0,0,0
"California","Imperial",1981,316,187,96,28,4,1,0,205,101,46,0,0,316,0,0,0
"California","Inyo",1981,198,171,25,2,0,0,0,108,54,38,0,0,198,0,0,0
"California","Kern",1981,365,48,171,71,46,29,0,245,190,89,6,77,158,124,0,0
"California","Kings",1981,318,259,55,4,0,0,0,143,67,34,0,0,318,0,0,0
"California","Lake",1981,354,347,7,0,0,0,0,67,44,28,4,9,341,0,0,0
"California","Los Angeles",1981,365,4,56,99,46,160,0,300,268,176,70,93,202,0,0,0
"California","Madera",1981,133,27,37,48,20,1,0,213,164,101,0,0,133,0,0,0
"California","Marin",1981,365,329,34,2,0,0,0,112,50,38,33,281,51,0,0,0
"California","Mendocino",1981,359,351,8,0,0,0,0,74,37,19,0,0,359,0,0,0
"California","Mono",1981,282,274,8,0,0,0,0,70,35,11,282,0,0,0,0,0
"California","Monterey",1981,365,342,23,0,0,0,0,100,47,37,1,120,243,1,0,0
"California","Napa",1981,364,325,39,0,0,0,0,90,52,34,51,122,191,0,0,0
"California","Orange",1981,365,55,136,109,28,37,0,289,201,100,17,202,146,0,0,0
"California","Placer",1981,365,240,46,39,36,4,0,213,151,40,0,0,365,0,0,0
"California","Riverside",1981,365,35,82,80,40,128,0,300,253,136,4,128,233,0,0,0
"California","Sacramento",1981,365,145,141,40,28,11,0,239,154,58,60,130,175,0,0,0
"California","San Benito",1981,365,300,49,12,2,2,0,208,71,37,0,46,319,0,0,0
"California","San Bernardino",1981,365,25,87,70,23,160,0,300,284,151,4,116,240,5,0,0
"California","San Diego",1981,365,44,103,93,75,50,0,274,203,116,9,83,272,1,0,0
"California","San Francisco",1981,365,282,80,3,0,0,0,103,68,38,122,227,13,3,0,0
"California","San Joaquin",1981,364,240,88,23,12,1,0,213,100,42,5,183,176,0,0,0
"California","San Luis Obispo",1981,365,204,125,34,2,0,0,186,100,47,3,81,155,126,0,0
"California","San Mateo",1981,365,346,18,0,1,0,0,154,47,28,77,98,190,0,0,0
"California","Santa Barbara",1981,365,139,186,33,5,2,0,235,101,58,48,68,239,10,0,0
"California","Santa Clara",1981,365,220,102,26,15,2,0,219,108,44,111,0,254,0,0,0
"California","Santa Cruz",1981,365,329,31,5,0,0,0,133,49,35,0,19,346,0,0,0
"California","Shasta",1981,335,257,35,24,19,0,0,187,119,35,0,0,335,0,0,0
"California","Siskiyou",1981,141,138,3,0,0,0,0,58,43,28,0,0,141,0,0,0
"California","Solano",1981,365,287,69,8,1,0,0,151,68,38,40,113,202,10,0,0
"California","Sonoma",1981,365,328,37,0,0,0,0,89,51,38,23,131,211,0,0,0
"California","Stanislaus",1981,363,176,121,41,20,5,0,222,133,54,19,179,164,1,0,0
"California","Sutter",1981,59,52,5,2,0,0,0,122,54,26,0,0,59,0,0,0
"California","Tulare",1981,365,160,112,61,30,2,0,203,150,57,14,146,205,0,0,0
"California","Tuolumne",1981,292,20,228,39,4,1,0,204,115,71,292,0,0,0,0,0
