"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Baldwin",2002,278,207,67,4,0,0,0,105,68,38,0,0,197,0,81,0
"Alabama","Clay",2002,277,170,87,17,3,0,0,166,93,45,0,0,184,0,93,0
"Alabama","Colbert",2002,364,271,76,14,3,0,0,166,84,37,0,19,178,100,67,0
"Alabama","DeKalb",2002,108,46,61,1,0,0,0,109,75,52,0,0,0,0,106,2
"Alabama","Elmore",2002,241,176,54,9,2,0,0,164,90,42,0,0,241,0,0,0
"Alabama","Escambia",2002,119,65,54,0,0,0,0,89,64,48,0,0,0,0,116,3
"Alabama","Etowah",2002,242,130,91,21,0,0,0,147,97,49,0,0,151,0,88,3
"Alabama","Houston",2002,111,59,52,0,0,0,0,83,70,49,0,0,0,0,104,7
"Alabama","Jackson",2002,358,323,24,9,2,0,0,200,50,9,0,0,0,358,0,0
"Alabama","Jefferson",2002,365,46,259,49,10,1,0,207,115,68,13,0,64,5,241,42
"Alabama","Lawrence",2002,273,191,69,13,0,0,0,150,84,41,0,0,198,0,75,0
"Alabama","Madison",2002,365,252,87,24,2,0,0,166,84,40,0,0,261,0,85,19
"Alabama","Marengo",2002,58,57,1,0,0,0,0,53,32,17,0,0,0,0,0,58
"Alabama","Mobile",2002,365,247,102,16,0,0,0,150,77,40,30,0,193,50,75,17
"Alabama","Montgomery",2002,316,201,104,9,2,0,0,154,80,43,0,0,180,0,99,37
"Alabama","Morgan",2002,271,159,81,27,4,0,0,174,105,46,0,0,180,0,90,1
"Alabama","Pike",2002,55,54,1,0,0,0,0,52,29,17,0,0,0,0,0,55
"Alabama","Russell",2002,105,44,60,1,0,0,0,117,77,55,0,0,0,0,98,7
"Alabama","Shelby",2002,282,159,91,24,7,1,0,205,105,48,0,0,200,0,82,0
"Alabama","Sumter",2002,285,215,62,7,1,0,0,179,67,38,0,0,192,0,93,0
"Alabama","Talladega",2002,117,54,62,1,0,0,0,141,71,52,0,0,0,0,112,5
"Alabama","Tuscaloosa",2002,252,195,43,12,2,0,0,166,74,40,0,0,240,0,12,0
"Alabama","Walker",2002,262,187,54,18,3,0,0,166,90,41,0,0,235,0,27,0
"Alaska","Aleutians East ",2002,119,119,0,0,0,0,0,47,27,11,0,0,0,0,119,0
"Alaska","Anchorage ",2002,302,258,44,0,0,0,0,76,55,30,124,0,0,0,78,100
"Alaska","Denali ",2002,347,340,5,2,0,0,0,113,44,33,0,0,332,0,15,0
"Alaska","Fairbanks North Star ",2002,237,182,50,4,1,0,0,165,67,30,127,0,0,0,110,0
"Alaska","Juneau ",2002,122,108,14,0,0,0,0,93,54,19,0,0,0,0,116,6
"Alaska","Kenai Peninsula ",2002,97,97,0,0,0,0,0,29,20,6,0,0,0,0,97,0
"Alaska","Matanuska-Susitna ",2002,126,111,13,2,0,0,0,112,53,18,0,0,0,0,119,7
"Arizona","Apache",2002,104,104,0,0,0,0,0,29,20,10,0,0,0,0,104,0
"Arizona","Cochise",2002,335,226,104,5,0,0,0,129,71,46,0,0,318,0,8,9
"Arizona","Coconino",2002,359,197,137,25,0,0,0,136,93,49,0,0,353,0,6,0
