"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Baldwin",2003,278,189,77,11,1,0,0,174,77,41,0,0,189,0,89,0
"Alabama","Barbour",2003,15,9,6,0,0,0,0,84,67,38,0,0,0,0,15,0
"Alabama","Clay",2003,274,173,91,9,1,0,0,159,77,44,0,0,186,0,88,0
"Alabama","Colbert",2003,365,253,103,8,1,0,0,151,79,41,0,3,197,86,79,0
"Alabama","DeKalb",2003,115,52,62,1,0,0,0,108,77,54,0,0,0,0,115,0
"Alabama","Elmore",2003,240,181,54,5,0,0,0,143,74,42,0,0,240,0,0,0
"Alabama","Escambia",2003,121,65,56,0,0,0,0,91,68,47,0,0,0,0,120,1
"Alabama","Etowah",2003,284,166,108,10,0,0,0,143,80,47,0,0,192,0,91,1
"Alabama","Houston",2003,94,49,44,1,0,0,0,144,69,48,0,0,0,0,88,6
"Alabama","Jackson",2003,365,330,24,8,3,0,0,199,47,7,0,0,0,365,0,0
"Alabama","Jefferson",2003,365,32,276,52,5,0,0,178,109,71,0,0,44,27,228,66
"Alabama","Lawrence",2003,273,185,80,7,1,0,0,169,77,44,0,0,203,0,70,0
"Alabama","Limestone",2003,275,178,77,19,1,0,0,159,90,44,0,3,271,1,0,0
"Alabama","Madison",2003,365,235,116,14,0,0,0,143,84,44,0,0,274,0,80,11
"Alabama","Marengo",2003,36,36,0,0,0,0,0,36,30,19,0,0,0,0,0,36
"Alabama","Mobile",2003,365,242,105,16,2,0,0,182,80,40,11,0,183,40,91,40
"Alabama","Montgomery",2003,284,190,90,4,0,0,0,119,71,45,0,0,174,0,110,0
"Alabama","Morgan",2003,284,157,106,20,1,0,0,161,93,48,0,0,201,0,83,0
"Alabama","Pike",2003,48,47,1,0,0,0,0,76,33,19,0,0,0,0,0,48
"Alabama","Russell",2003,280,188,90,2,0,0,0,115,70,43,0,0,179,0,99,2
"Alabama","Shelby",2003,282,166,93,22,1,0,0,156,97,47,0,0,205,0,77,0
"Alabama","Sumter",2003,281,211,70,0,0,0,0,99,62,39,0,0,174,0,107,0
"Alabama","Talladega",2003,114,42,71,1,0,0,0,116,74,55,0,0,0,0,107,7
"Alabama","Tuscaloosa",2003,279,204,73,2,0,0,0,119,64,41,0,0,195,0,84,0
"Alabama","Walker",2003,104,45,57,2,0,0,0,106,71,52,0,0,0,0,104,0
"Alaska","Aleutians East ",2003,120,119,1,0,0,0,0,60,23,10,0,0,0,0,120,0
"Alaska","Anchorage ",2003,309,275,30,3,0,0,1,486,53,24,121,0,0,0,72,116
"Alaska","Denali ",2003,364,363,1,0,0,0,0,71,44,33,0,0,362,0,2,0
"Alaska","Fairbanks North Star ",2003,228,195,33,0,0,0,0,100,57,23,137,0,0,0,91,0
"Alaska","Juneau ",2003,82,73,9,0,0,0,0,86,52,20,0,0,0,0,80,2
"Alaska","Kenai Peninsula ",2003,113,113,0,0,0,0,0,30,16,5,0,0,0,0,113,0
"Alaska","Matanuska-Susitna ",2003,121,109,11,0,1,0,0,156,49,10,0,0,0,0,107,14
"Arizona","Apache",2003,352,351,1,0,0,0,0,60,35,19,0,0,0,0,36,316
"Arizona","Cochise",2003,351,192,152,7,0,0,0,126,80,49,0,0,331,0,9,11
"Arizona","Coconino",2003,359,209,141,9,0,0,0,126,84,48,0,0,348,0,11,0
"Arizona","Gila",2003,365,85,136,127,17,0,0,200,129,87,0,0,94,250,20,1
"Arizona","Graham",2003,60,57,3,0,0,0,0,61,38,19,0,0,0,0,0,60
"Arizona","Maricopa",2003,365,43,247,65,10,0,0,195,122,74,6,122,194,0,28,15
"Arizona","Mohave",2003,103,98,5,0,0,0,0,84,39,20,0,0,0,0,76,27
"Arizona","Navajo",2003,354,201,145,8,0,0,0,122,84,48,0,0,345,0,5,4
"Arizona","Pima",2003,365,164,170,30,1,0,0,154,97,52,0,37,248,0,37,43
"Arizona","Pinal",2003,365,168,145,47,5,0,0,172,108,58,0,0,334,0,14,17
"Arizona","Santa Cruz",2003,61,34,25,2,0,0,0,115,79,43,0,0,0,0,47,14
"Arizona","Yavapai",2003,263,154,109,0,0,0,0,100,74,49,0,0,210,0,48,5
"Arizona","Yuma",2003,225,150,63,11,1,0,0,164,84,44,0,0,193,0,0,32
"Arkansas","Arkansas",2003,114,59,55,0,0,0,0,98,65,50,0,0,0,0,114,0
"Arkansas","Ashley",2003,117,61,56,0,0,0,0,90,67,49,0,0,0,0,117,0
"Arkansas","Craighead",2003,116,61,54,1,0,0,0,102,64,49,0,0,0,0,116,0
"Arkansas","Crittenden",2003,363,250,91,19,2,1,0,203,84,42,0,0,311,0,52,0
"Arkansas","Faulkner",2003,103,48,54,1,0,0,0,108,68,52,0,0,0,0,103,0
"Arkansas","Garland",2003,114,65,49,0,0,0,0,83,64,46,0,0,0,0,114,0
"Arkansas","Jefferson",2003,117,62,55,0,0,0,0,100,67,48,0,0,0,0,117,0
"Arkansas","Marion",2003,60,48,12,0,0,0,0,63,59,35,0,0,0,0,60,0
"Arkansas","Miller",2003,63,40,23,0,0,0,0,77,61,46,0,0,0,0,63,0
"Arkansas","Mississippi",2003,111,65,46,0,0,0,0,88,66,45,0,0,0,0,111,0
"Arkansas","Montgomery",2003,361,337,23,1,0,0,0,108,47,32,0,0,361,0,0,0
