"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Baldwin",2005,254,158,86,10,0,0,0,147,80,46,0,0,170,0,84,0
"Alabama","Barbour",2005,59,35,23,1,0,0,0,119,68,47,0,0,0,0,59,0
"Alabama","Clay",2005,282,176,96,10,0,0,0,136,84,46,0,0,191,0,91,0
"Alabama","Colbert",2005,365,255,100,10,0,0,0,126,75,43,0,0,186,94,85,0
"Alabama","DeKalb",2005,115,53,61,1,0,0,0,114,73,52,0,0,0,0,115,0
"Alabama","Elmore",2005,240,194,45,1,0,0,0,101,71,42,0,0,240,0,0,0
"Alabama","Escambia",2005,111,55,56,0,0,0,0,97,73,51,0,0,0,0,108,3
"Alabama","Etowah",2005,280,157,115,8,0,0,0,120,80,47,0,0,186,0,89,5
"Alabama","Houston",2005,265,186,77,2,0,0,0,124,71,44,0,0,170,0,95,0
"Alabama","Jackson",2005,364,322,35,7,0,0,0,131,56,11,0,3,17,344,0,0
"Alabama","Jefferson",2005,365,27,276,53,9,0,0,177,117,75,36,0,46,7,243,33
"Alabama","Lawrence",2005,283,182,95,6,0,0,0,126,80,44,0,0,195,0,88,0
"Alabama","Madison",2005,364,228,115,21,0,0,0,133,88,44,0,0,276,0,82,6
"Alabama","Marengo",2005,49,49,0,0,0,0,0,49,32,19,0,0,0,0,0,49
"Alabama","Mobile",2005,353,229,117,6,1,0,0,154,80,44,0,0,174,28,79,72
"Alabama","Montgomery",2005,285,174,109,2,0,0,0,133,74,47,0,0,179,0,106,0
"Alabama","Morgan",2005,283,159,105,19,0,0,0,136,93,48,0,0,195,0,88,0
"Alabama","Pike",2005,56,55,1,0,0,0,0,51,31,19,0,0,0,0,0,56
"Alabama","Russell",2005,285,158,118,8,1,0,0,156,84,48,0,0,181,0,104,0
"Alabama","Shelby",2005,281,148,102,28,3,0,0,179,101,50,0,0,195,0,86,0
"Alabama","Sumter",2005,272,209,61,2,0,0,0,117,64,41,0,0,183,0,89,0
"Alabama","Talladega",2005,281,204,75,2,0,0,0,110,68,41,0,0,173,0,107,1
"Alabama","Tuscaloosa",2005,274,158,106,9,1,0,0,164,81,47,0,0,182,0,92,0
"Alabama","Walker",2005,116,53,61,2,0,0,0,113,76,52,0,0,0,0,116,0
"Alaska","Aleutians East ",2005,121,121,0,0,0,0,0,38,17,8,0,0,0,0,121,0
"Alaska","Anchorage ",2005,302,265,36,0,1,0,0,151,53,21,118,0,0,0,86,98
"Alaska","Denali ",2005,365,361,4,0,0,0,0,92,40,32,0,0,358,0,7,0
"Alaska","Fairbanks North Star ",2005,225,188,34,2,1,0,0,153,69,23,134,0,0,0,91,0
"Alaska","Juneau ",2005,115,99,14,2,0,0,0,125,57,20,0,0,0,0,110,5
"Alaska","Kenai Peninsula ",2005,113,113,0,0,0,0,0,42,17,6,0,0,0,0,113,0
"Alaska","Matanuska-Susitna ",2005,122,101,19,2,0,0,0,124,60,20,0,0,0,0,106,16
"Alaska","Skagway-Hoonah-Angoon",2005,29,29,0,0,0,0,0,36,22,11,0,0,0,0,29,0
"Alaska","Wrangell Petersburg",2005,117,117,0,0,0,0,0,27,13,5,0,0,0,0,117,0
"Arizona","Apache",2005,336,335,1,0,0,0,0,58,40,24,0,0,0,0,27,309
"Arizona","Cochise",2005,355,235,116,4,0,0,0,108,77,46,0,0,321,0,24,10
"Arizona","Coconino",2005,358,241,107,9,1,0,0,159,79,47,0,0,350,0,8,0
"Arizona","Gila",2005,365,107,138,103,17,0,0,200,129,72,0,0,105,245,12,3
"Arizona","Graham",2005,53,53,0,0,0,0,0,46,31,20,0,0,0,0,0,53
"Arizona","La Paz",2005,130,68,56,6,0,0,0,119,90,50,0,1,129,0,0,0
"Arizona","Maricopa",2005,365,50,226,78,11,0,0,177,126,78,1,49,169,0,17,129
"Arizona","Mohave",2005,120,113,7,0,0,0,0,68,44,19,0,0,0,0,88,32
"Arizona","Navajo",2005,332,217,112,3,0,0,0,140,77,44,0,0,313,0,14,5
"Arizona","Pima",2005,365,195,152,16,2,0,0,154,84,49,0,10,282,0,26,47
"Arizona","Pinal",2005,365,185,141,37,2,0,0,177,101,50,0,0,313,0,8,44
"Arizona","Santa Cruz",2005,304,156,118,21,9,0,0,199,100,49,0,0,0,0,35,269
"Arizona","Yavapai",2005,158,105,41,12,0,0,0,119,90,18,0,0,58,0,84,16
"Arizona","Yuma",2005,316,188,113,15,0,0,0,140,80,46,0,10,170,0,0,136
"Arkansas","Arkansas",2005,116,55,58,3,0,0,0,128,79,53,0,0,0,0,116,0
"Arkansas","Ashley",2005,104,42,58,4,0,0,0,120,75,54,0,0,0,0,104,0
"Arkansas","Crittenden",2005,365,216,117,24,7,1,0,202,97,45,0,34,269,0,62,0
"Arkansas","Faulkner",2005,114,57,54,3,0,0,0,133,84,52,0,0,0,0,114,0
"Arkansas","Garland",2005,115,55,59,1,0,0,0,111,76,52,0,0,0,0,115,0
"Arkansas","Mississippi",2005,111,49,57,5,0,0,0,112,82,53,0,0,0,0,111,0
"Arkansas","Newton",2005,364,277,82,5,0,0,0,115,68,41,0,0,316,0,48,0
"Arkansas","Phillips",2005,108,53,53,2,0,0,0,119,81,51,0,0,0,0,108,0
"Arkansas","Polk",2005,365,233,114,18,0,0,0,129,90,43,0,0,293,0,72,0
"Arkansas","Pope",2005,113,50,63,0,0,0,0,99,75,53,0,0,0,0,113,0
