"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Baldwin",2006,280,174,81,24,1,0,0,156,97,46,0,0,217,0,63,0
"Alabama","Barbour",2006,11,6,5,0,0,0,0,77,63,35,0,0,0,0,11,0
"Alabama","Clay",2006,286,165,112,9,0,0,0,140,80,48,0,0,200,0,86,0
"Alabama","Colbert",2006,365,254,102,9,0,0,0,129,71,42,0,0,176,101,88,0
"Alabama","DeKalb",2006,114,57,57,0,0,0,0,96,73,51,0,0,0,0,114,0
"Alabama","Elmore",2006,244,166,72,6,0,0,0,112,77,46,0,0,244,0,0,0
"Alabama","Escambia",2006,121,55,66,0,0,0,0,94,71,52,0,0,0,0,121,0
"Alabama","Etowah",2006,282,168,108,6,0,0,0,129,74,48,0,0,194,0,87,1
"Alabama","Houston",2006,285,177,102,6,0,0,0,126,77,46,0,0,187,0,98,0
"Alabama","Jackson",2006,365,339,23,3,0,0,0,104,39,7,0,0,0,365,0,0
"Alabama","Jefferson",2006,365,29,264,59,12,1,0,204,118,80,47,0,62,12,204,40
"Alabama","Lawrence",2006,281,179,96,6,0,0,0,136,77,46,0,0,208,0,73,0
"Alabama","Madison",2006,362,229,119,12,2,0,0,156,84,45,0,0,282,0,73,7
"Alabama","Marengo",2006,16,16,0,0,0,0,0,31,26,19,0,0,0,0,0,16
"Alabama","Mobile",2006,364,241,99,21,3,0,0,164,84,44,0,0,201,7,79,77
"Alabama","Montgomery",2006,286,170,107,8,1,0,0,175,80,45,0,0,182,0,104,0
"Alabama","Morgan",2006,284,150,116,18,0,0,0,136,92,50,0,0,206,0,78,0
"Alabama","Pike",2006,20,20,0,0,0,0,0,37,34,21,0,0,0,0,0,20
"Alabama","Russell",2006,280,134,137,9,0,0,0,143,84,51,0,0,176,0,104,0
"Alabama","Shelby",2006,284,142,111,25,6,0,0,169,101,51,0,0,202,0,82,0
"Alabama","Sumter",2006,263,194,67,2,0,0,0,119,71,42,0,0,215,0,48,0
"Alabama","Talladega",2006,277,157,105,15,0,0,0,150,84,48,0,0,208,0,68,1
"Alabama","Tuscaloosa",2006,277,163,106,7,1,0,0,161,80,47,0,0,186,0,91,0
"Alabama","Walker",2006,118,53,63,2,0,0,0,112,79,53,0,0,0,0,118,0
"Alaska","Aleutians East ",2006,117,116,1,0,0,0,0,62,19,10,0,0,0,0,117,0
"Alaska","Anchorage ",2006,304,262,42,0,0,0,0,97,55,21,101,0,0,0,88,115
"Alaska","Denali ",2006,359,357,2,0,0,0,0,67,44,34,0,0,357,0,2,0
"Alaska","Fairbanks North Star ",2006,338,224,93,19,2,0,0,156,89,32,2,0,0,0,336,0
"Alaska","Juneau ",2006,108,88,18,2,0,0,0,133,67,22,0,0,0,0,106,2
"Alaska","Kenai Peninsula ",2006,118,117,1,0,0,0,0,86,16,6,0,0,0,0,118,0
"Alaska","Matanuska-Susitna ",2006,126,109,13,4,0,0,0,133,57,12,0,0,0,0,121,5
"Alaska","Wrangell Petersburg",2006,118,118,0,0,0,0,0,26,9,4,0,0,0,0,118,0
"Arizona","Apache",2006,339,323,15,1,0,0,0,103,42,20,0,0,0,0,22,317
"Arizona","Cochise",2006,360,252,99,9,0,0,0,119,74,46,0,0,323,0,27,10
"Arizona","Coconino",2006,361,211,147,3,0,0,0,122,84,48,0,0,354,0,7,0
