"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Calhoun",1998,44,43,1,0,0,0,0,51,38,23,0,0,0,0,0,44
"Alabama","Clay",1998,213,99,83,21,10,0,0,185,115,54,0,0,213,0,0,0
"Alabama","Colbert",1998,351,331,17,3,0,0,0,121,39,10,0,0,0,315,0,36
"Alabama","DeKalb",1998,53,52,1,0,0,0,0,54,42,24,0,0,0,0,0,53
"Alabama","Elmore",1998,211,129,62,14,5,1,0,203,100,47,0,0,211,0,0,0
"Alabama","Escambia",1998,61,58,3,0,0,0,0,58,42,25,0,0,0,0,0,61
"Alabama","Etowah",1998,60,55,5,0,0,0,0,56,50,29,0,0,0,0,0,60
"Alabama","Franklin",1998,48,48,0,0,0,0,0,42,37,20,0,0,0,0,0,48
"Alabama","Geneva",1998,181,129,45,7,0,0,0,133,80,42,0,0,181,0,0,0
"Alabama","Houston",1998,51,49,2,0,0,0,0,54,38,26,0,0,0,0,0,51
"Alabama","Jackson",1998,347,300,34,12,1,0,0,182,65,14,0,0,0,347,0,0
"Alabama","Jefferson",1998,365,199,109,35,17,5,0,212,122,48,60,0,141,61,0,103
"Alabama","Lawrence",1998,360,222,105,30,3,0,0,177,100,42,0,0,171,121,68,0
"Alabama","Limestone",1998,51,51,0,0,0,0,0,43,35,19,0,0,0,0,0,51
"Alabama","Madison",1998,365,257,64,34,10,0,0,200,112,41,7,0,325,0,0,33
"Alabama","Marengo",1998,55,55,0,0,0,0,0,47,37,25,0,0,0,0,0,55
"Alabama","Mobile",1998,364,178,81,85,19,1,0,201,136,51,0,0,132,181,0,51
"Alabama","Montgomery",1998,359,242,87,19,10,1,0,216,93,36,0,0,206,13,0,140
"Alabama","Morgan",1998,42,42,0,0,0,0,0,49,38,22,0,0,0,0,0,42
"Alabama","Pike",1998,59,58,1,0,0,0,0,53,35,24,0,0,0,0,0,59
"Alabama","Russell",1998,58,56,2,0,0,0,0,51,42,29,0,0,0,0,0,58
"Alabama","Shelby",1998,235,135,61,24,11,4,0,213,126,46,0,9,201,0,0,25
"Alabama","Sumter",1998,194,168,24,2,0,0,0,122,61,37,0,0,194,0,0,0
"Alabama","Talladega",1998,58,57,1,0,0,0,0,51,44,31,0,0,0,0,0,58
"Alabama","Tuscaloosa",1998,60,60,0,0,0,0,0,49,41,25,0,0,0,0,0,60
"Alabama","Walker",1998,46,46,0,0,0,0,0,50,37,19,0,0,0,0,0,46
"Alaska","Anchorage ",1998,361,266,94,1,0,0,0,101,61,32,145,0,0,0,0,216
"Alaska","Denali ",1998,356,352,4,0,0,0,0,58,45,33,0,0,352,0,4,0
"Alaska","Fairbanks North Star ",1998,207,161,44,2,0,0,0,128,70,34,175,0,0,0,0,32
"Alaska","Juneau ",1998,75,75,0,0,0,0,0,44,24,9,0,0,0,0,0,75
"Alaska","Matanuska-Susitna ",1998,89,83,4,1,1,0,0,164,32,12,0,0,0,0,0,89
"Arizona","Cochise",1998,350,226,122,2,0,0,0,115,73,47,0,0,328,0,3,19
"Arizona","Coconino",1998,363,220,135,8,0,0,0,108,84,48,0,0,363,0,0,0
"Arizona","Gila",1998,189,134,53,2,0,0,0,122,71,32,0,0,73,0,68,48
"Arizona","Maricopa",1998,365,34,189,115,26,1,0,268,147,86,13,56,222,1,0,73
"Arizona","Mohave",1998,61,59,2,0,0,0,0,62,37,22,0,0,0,0,0,61
"Arizona","Navajo",1998,92,92,0,0,0,0,0,33,24,13,0,0,0,0,92,0
"Arizona","Pima",1998,365,193,148,24,0,0,0,133,97,49,10,57,271,0,0,27
"Arizona","Pinal",1998,351,235,82,32,2,0,0,200,99,33,0,0,0,351,0,0
"Arizona","Santa Cruz",1998,50,37,11,2,0,0,0,108,68,33,0,0,0,0,0,50
"Arizona","Yavapai",1998,219,68,119,30,2,0,0,154,112,67,0,0,192,0,0,27
"Arizona","Yuma",1998,199,109,72,14,4,0,0,174,100,49,0,0,161,0,0,38
"Arkansas","Crittenden",1998,356,242,79,32,3,0,0,166,100,40,0,0,356,0,0,0
"Arkansas","Miller",1998,275,261,14,0,0,0,0,92,39,16,0,0,0,275,0,0
"Arkansas","Montgomery",1998,356,313,38,4,1,0,0,161,58,33,0,0,356,0,0,0
"Arkansas","Newton",1998,365,246,107,11,1,0,0,151,77,43,0,0,317,0,48,0
"Arkansas","Pulaski",1998,365,268,71,24,2,0,0,156,90,40,67,36,249,1,0,12
"Arkansas","Union",1998,338,292,38,8,0,0,0,147,62,16,0,0,0,338,0,0
"California","Alameda",1998,365,306,39,11,8,1,0,205,65,38,2,160,201,0,0,2
"California","Amador",1998,365,272,43,26,20,4,0,210,115,37,33,0,332,0,0,0
"California","Butte",1998,365,280,74,8,3,0,0,161,80,36,5,102,239,0,3,16
"California","Calaveras",1998,363,238,59,39,24,3,0,204,129,43,0,0,363,0,0,0
"California","Colusa",1998,365,292,60,12,1,0,0,156,77,37,0,0,334,0,3,28
"California","Contra Costa",1998,365,311,34,12,7,1,0,204,77,38,1,112,235,14,0,3
"California","Del Norte",1998,144,143,1,0,0,0,0,52,28,13,0,0,0,0,92,52
"California","El Dorado",1998,365,219,79,43,17,7,0,223,133,48,9,22,331,0,0,3
"California","Fresno",1998,365,139,112,43,45,26,0,230,187,64,18,47,286,0,10,4
"California","Glenn",1998,365,269,86,9,1,0,0,156,80,41,0,0,339,0,0,26
"California","Humboldt",1998,58,58,0,0,0,0,0,40,23,12,0,0,0,0,0,58
"California","Imperial",1998,365,80,186,79,19,1,0,216,136,76,35,18,253,0,1,58
"California","Inyo",1998,365,190,123,40,3,3,4,1360,112,50,0,0,292,0,9,64
"California","Kern",1998,365,127,101,59,45,33,0,233,200,67,1,58,275,0,21,10
"California","Kings",1998,364,209,87,36,31,1,0,208,143,46,0,70,269,0,13,12
"California","Lake",1998,362,357,4,1,0,0,0,119,39,28,0,0,362,0,0,0
"California","Lassen",1998,14,14,0,0,0,0,0,48,48,32,0,0,0,0,0,14
"California","Los Angeles",1998,365,54,193,72,22,24,0,269,172,78,28,199,130,2,6,0
"California","Madera",1998,364,263,56,33,11,1,0,212,108,40,0,54,310,0,0,0
"California","Marin",1998,365,356,9,0,0,0,0,65,40,30,1,179,157,0,25,3
"California","Mariposa",1998,354,206,82,52,14,0,0,195,115,46,0,0,348,0,5,1
"California","Mendocino",1998,365,357,7,1,0,0,0,101,42,31,9,52,294,0,0,10
"California","Merced",1998,362,220,67,41,26,8,0,225,143,45,0,64,298,0,0,0
"California","Modoc",1998,43,41,2,0,0,0,0,54,39,13,0,0,0,0,0,43
"California","Mono",1998,265,225,38,2,0,0,0,108,61,20,112,0,112,0,0,41
"California","Monterey",1998,365,342,22,1,0,0,0,119,48,37,0,26,332,0,0,7
"California","Napa",1998,363,343,17,2,1,0,0,185,43,31,10,111,241,0,0,1
"California","Nevada",1998,365,187,102,54,22,0,0,185,133,50,0,0,329,0,0,36
"California","Orange",1998,365,186,138,36,4,1,0,210,101,50,6,213,144,0,0,2
"California","Placer",1998,365,240,59,46,16,4,0,215,129,43,0,101,258,0,1,5
"California","Plumas",1998,327,245,80,2,0,0,0,112,71,42,0,0,295,0,15,17
"California","Riverside",1998,365,97,133,69,33,33,0,267,197,77,1,89,264,0,0,11
"California","Sacramento",1998,365,227,80,27,22,9,0,234,143,45,17,95,227,2,14,10
"California","San Benito",1998,365,280,54,27,4,0,0,179,93,42,0,0,364,0,1,0
"California","San Bernardino",1998,365,69,147,62,32,55,0,296,223,87,0,100,260,0,2,3
"California","San Diego",1998,364,129,147,54,26,8,0,238,147,61,0,83,277,2,0,2
"California","San Francisco",1998,365,353,12,0,0,0,0,79,43,33,4,220,138,1,0,2
"California","San Joaquin",1998,365,264,68,25,8,0,0,187,100,41,4,137,204,0,11,9
"California","San Luis Obispo",1998,365,78,181,88,17,1,0,208,133,77,0,6,255,103,0,1
"California","San Mateo",1998,362,354,8,0,0,0,0,61,43,33,6,195,157,0,0,4
"California","Santa Barbara",1998,365,208,110,42,3,2,0,216,112,49,0,56,307,0,0,2
"California","Santa Clara",1998,365,279,67,12,5,2,0,206,80,42,7,153,191,0,13,1
"California","Santa Cruz",1998,365,343,21,1,0,0,0,122,46,36,0,7,343,0,0,15
"California","Shasta",1998,365,210,72,40,40,3,0,222,154,46,0,0,360,0,4,1
"California","Sierra",1998,57,55,2,0,0,0,0,53,36,19,0,0,0,0,0,57
"California","Siskiyou",1998,345,320,24,1,0,0,0,101,47,35,0,0,337,0,0,8
"California","Solano",1998,365,305,33,20,7,0,0,190,80,36,23,80,257,0,0,5
"California","Sonoma",1998,361,321,29,6,4,1,0,201,51,37,1,61,297,0,0,2
"California","Stanislaus",1998,365,216,87,32,26,4,0,221,147,46,8,86,235,0,23,13
"California","Sutter",1998,365,245,66,38,16,0,0,192,122,43,8,52,298,0,3,4
"California","Tehama",1998,358,236,61,51,7,3,0,207,119,44,0,0,355,0,0,3
"California","Trinity",1998,58,58,0,0,0,0,0,43,31,15,0,0,0,0,0,58
"California","Tulare",1998,365,176,83,48,52,6,0,218,166,51,0,65,276,0,23,1
"California","Tuolumne",1998,365,208,76,58,22,1,0,202,143,46,22,0,343,0,0,0
"California","Ventura",1998,365,187,102,47,25,4,0,248,140,50,0,45,320,0,0,0
"California","Yolo",1998,362,294,42,21,5,0,0,192,87,37,0,54,298,0,0,10
"Canada","New Brunswick",1998,188,171,15,1,1,0,0,151,49,37,0,0,188,0,0,0
"Colorado","Adams",1998,365,163,184,16,2,0,0,174,86,53,0,141,158,32,0,34
"Colorado","Alamosa",1998,341,328,13,0,0,0,0,74,35,19,0,0,0,0,26,315
"Colorado","Arapahoe",1998,349,241,93,14,1,0,0,177,84,42,0,0,349,0,0,0
"Colorado","Archuleta",1998,335,327,8,0,0,0,0,56,39,23,0,0,0,0,0,335
"Colorado","Boulder",1998,365,247,96,17,5,0,0,177,84,44,58,0,300,0,0,7
"Colorado","Delta",1998,60,57,3,0,0,0,0,62,39,22,0,0,0,0,0,60
"Colorado","Denver",1998,365,111,234,17,3,0,0,156,87,58,2,247,74,38,0,4
"Colorado","Douglas",1998,222,123,78,18,3,0,0,179,93,48,0,0,207,0,0,15
"Colorado","Eagle",1998,43,42,1,0,0,0,0,70,19,12,0,0,0,0,0,43
"Colorado","El Paso",1998,365,280,83,2,0,0,0,122,58,44,14,143,164,36,0,8
"Colorado","Fremont",1998,58,57,1,0,0,0,0,60,26,14,0,0,0,0,0,58
"Colorado","Garfield",1998,61,57,4,0,0,0,0,59,38,22,0,0,0,0,0,61
"Colorado","Gunnison",1998,334,269,64,1,0,0,0,127,63,26,0,0,0,0,0,334
"Colorado","Jackson",1998,88,88,0,0,0,0,0,34,20,10,0,0,0,0,88,0
"Colorado","Jefferson",1998,365,219,108,31,7,0,0,195,101,46,0,73,290,0,0,2
"Colorado","La Plata",1998,365,253,109,3,0,0,0,126,71,44,0,11,297,0,0,57
"Colorado","Larimer",1998,365,222,124,19,0,0,0,150,90,48,4,0,360,0,0,1
"Colorado","Mesa",1998,365,353,12,0,0,0,0,67,43,26,302,0,0,0,0,63
"Colorado","Montezuma",1998,320,229,91,0,0,0,0,100,71,45,0,0,306,0,14,0
"Colorado","Montrose",1998,115,104,11,0,0,0,0,63,50,31,0,0,0,0,0,115
"Colorado","Pitkin",1998,363,359,4,0,0,0,0,57,31,19,0,0,0,0,5,358
"Colorado","Prowers",1998,361,335,26,0,0,0,0,92,46,22,0,0,0,0,0,361
"Colorado","Pueblo",1998,84,83,1,0,0,0,0,53,34,21,0,0,0,0,0,84
"Colorado","Routt",1998,352,330,22,0,0,0,0,64,43,20,0,0,0,0,0,352
"Colorado","San Juan",1998,99,99,0,0,0,0,0,33,19,10,0,0,0,0,99,0
