"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Calhoun",1995,59,56,3,0,0,0,0,57,37,19,0,0,0,0,0,59
"Alabama","Clay",1995,327,223,72,24,8,0,0,197,100,42,0,0,327,0,0,0
"Alabama","Colbert",1995,322,261,50,11,0,0,0,133,71,26,0,0,108,184,0,30
"Alabama","DeKalb",1995,52,50,2,0,0,0,0,59,36,23,0,0,0,0,0,52
"Alabama","Elmore",1995,295,247,38,5,5,0,0,169,71,33,0,0,295,0,0,0
"Alabama","Escambia",1995,61,60,1,0,0,0,0,55,39,24,0,0,0,0,0,61
"Alabama","Etowah",1995,60,58,2,0,0,0,0,59,43,30,0,0,0,0,0,60
"Alabama","Franklin",1995,60,59,1,0,0,0,0,52,35,20,0,0,0,0,0,60
"Alabama","Geneva",1995,318,271,46,1,0,0,0,129,61,35,0,0,318,0,0,0
"Alabama","Houston",1995,54,51,3,0,0,0,0,52,43,24,0,0,0,0,0,54
"Alabama","Jackson",1995,355,310,31,12,2,0,0,193,56,16,0,0,0,320,0,35
"Alabama","Jefferson",1995,365,199,107,31,23,5,0,222,140,49,51,0,197,52,0,65
"Alabama","Lawrence",1995,333,222,88,22,1,0,0,190,90,43,0,0,290,0,43,0
"Alabama","Madison",1995,365,239,89,34,3,0,0,169,101,41,9,0,336,0,0,20
"Alabama","Marengo",1995,40,40,0,0,0,0,0,47,31,20,0,0,0,0,0,40
"Alabama","Mobile",1995,352,177,68,103,4,0,0,170,130,50,0,0,190,153,0,9
"Alabama","Montgomery",1995,363,298,52,13,0,0,0,140,74,33,0,45,255,13,0,50
"Alabama","Morgan",1995,59,58,1,0,0,0,0,56,37,22,0,0,0,0,0,59
"Alabama","Pike",1995,56,55,1,0,0,0,0,54,34,20,0,0,0,0,0,56
"Alabama","Russell",1995,60,59,1,0,0,0,0,54,43,26,0,0,0,0,0,60
"Alabama","Shelby",1995,337,240,46,34,13,4,0,205,122,41,0,47,283,0,0,7
"Alabama","Sumter",1995,280,230,45,5,0,0,0,119,67,37,0,0,280,0,0,0
"Alabama","Talladega",1995,61,57,4,0,0,0,0,63,48,28,0,0,0,0,0,61
"Alabama","Tuscaloosa",1995,61,58,3,0,0,0,0,57,44,24,0,0,0,0,0,61
"Alabama","Walker",1995,56,55,1,0,0,0,0,58,37,23,0,0,0,0,0,56
"Alaska","Anchorage ",1995,363,245,113,5,0,0,0,126,74,38,133,0,0,0,0,230
"Alaska","Denali ",1995,349,346,3,0,0,0,0,61,40,30,0,0,346,0,3,0
"Alaska","Fairbanks North Star ",1995,260,190,59,10,1,0,0,197,83,33,167,0,0,0,0,93
"Alaska","Juneau ",1995,363,345,18,0,0,0,0,69,37,13,0,0,0,0,0,363
"Alaska","Ketchikan Gateway ",1995,56,45,11,0,0,0,0,66,57,19,0,0,0,0,0,56
"Arizona","Cochise",1995,305,217,86,2,0,0,0,112,71,45,0,0,260,0,19,26
"Arizona","Coconino",1995,362,233,128,1,0,0,0,101,77,48,0,0,359,0,1,2
"Arizona","Gila",1995,141,127,14,0,0,0,0,99,49,23,0,0,0,0,83,58
