"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Baldwin",2012,284,226,56,2,0,0,0,112,61,38,0,0,210,0,74,0
"Alabama","Clay",2012,121,99,22,0,0,0,0,72,56,35,0,0,0,0,121,0
"Alabama","Colbert",2012,283,222,55,6,0,0,0,136,62,40,0,0,209,0,74,0
"Alabama","DeKalb",2012,361,282,74,5,0,0,0,115,64,40,0,0,320,0,41,0
"Alabama","Elmore",2012,245,212,33,0,0,0,0,100,54,40,0,0,245,0,0,0
"Alabama","Etowah",2012,277,229,48,0,0,0,0,87,55,40,0,0,191,0,86,0
"Alabama","Houston",2012,284,238,46,0,0,0,0,97,58,38,0,0,211,0,73,0
"Alabama","Jefferson",2012,366,148,198,16,4,0,0,172,87,53,0,0,140,7,216,3
"Alabama","Lawrence",2012,109,104,5,0,0,0,0,58,48,28,0,0,0,0,109,0
"Alabama","Madison",2012,338,242,82,14,0,0,0,147,74,43,0,0,218,0,66,54
"Alabama","Mobile",2012,284,229,52,3,0,0,0,126,61,38,0,0,219,0,62,3
"Alabama","Montgomery",2012,280,211,68,1,0,0,0,102,62,43,0,0,195,0,85,0
"Alabama","Morgan",2012,283,218,59,6,0,0,0,129,71,42,0,0,209,0,74,0
"Alabama","Russell",2012,284,207,76,1,0,0,0,101,67,44,0,0,192,0,92,0
"Alabama","Shelby",2012,283,213,64,6,0,0,0,150,71,43,0,0,217,0,66,0
"Alabama","Talladega",2012,116,82,34,0,0,0,0,77,59,42,0,0,0,0,116,0
"Alabama","Tuscaloosa",2012,283,255,28,0,0,0,0,93,50,36,0,0,191,0,92,0
"Alaska","Aleutians East ",2012,116,116,0,0,0,0,0,36,20,10,0,0,0,0,116,0
