"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Colbert",1985,269,197,26,36,10,0,0,194,123,19,0,0,0,269,0,0
"Alabama","Cullman",1985,214,144,59,11,0,0,0,150,87,44,0,0,214,0,0,0
"Alabama","Etowah",1985,282,176,81,23,2,0,0,154,97,45,0,0,255,0,0,27
"Alabama","Jackson",1985,333,231,77,25,0,0,0,139,91,34,0,0,0,333,0,0
"Alabama","Jefferson",1985,365,193,134,30,7,1,0,202,101,49,98,0,163,28,0,76
"Alabama","Lauderdale",1985,262,206,30,26,0,0,0,137,100,14,0,0,0,262,0,0
"Alabama","Mobile",1985,302,193,75,31,3,0,0,198,101,44,0,0,203,75,0,24
"Alabama","Morgan",1985,346,333,13,0,0,0,0,79,40,19,0,0,0,346,0,0
"Alaska","Anchorage ",1985,365,229,115,19,2,0,0,154,84,38,288,0,50,0,0,27
"Alaska","Fairbanks North Star ",1985,182,67,82,21,9,3,0,220,136,63,180,0,0,0,0,2
"Alaska","Ketchikan Gateway ",1985,258,165,54,28,11,0,0,200,107,33,0,0,0,258,0,0
"Arizona","Apache",1985,273,247,24,2,0,0,0,109,49,10,0,100,0,173,0,0
"Arizona","Cochise",1985,365,84,48,77,156,0,0,200,200,135,44,0,23,287,0,11
"Arizona","Coconino",1985,355,285,69,1,0,0,0,105,61,40,160,0,175,0,0,20
"Arizona","Gila",1985,365,38,69,123,135,0,0,200,200,122,0,0,0,358,0,7
"Arizona","Graham",1985,32,21,11,0,0,0,0,78,60,40,0,0,0,0,0,32
"Arizona","Greenlee",1985,37,37,0,0,0,0,0,33,16,9,0,0,0,37,0,0
"Arizona","Maricopa",1985,365,46,182,102,27,8,0,218,150,87,174,18,173,0,0,0
"Arizona","Pima",1985,365,53,220,75,17,0,0,200,136,74,127,22,145,51,0,20
"Arizona","Pinal",1985,365,100,43,100,122,0,0,200,200,119,0,0,0,365,0,0
"Arizona","Santa Cruz",1985,19,11,8,0,0,0,0,78,67,49,0,0,0,0,0,19
"Arizona","Yuma",1985,317,253,53,7,4,0,0,169,68,32,152,0,143,0,0,22
"Arkansas","Arkansas",1985,36,35,1,0,0,0,0,51,40,19,0,0,0,0,0,36
"Arkansas","Boone",1985,41,41,0,0,0,0,0,34,24,16,0,0,0,0,0,41
"Arkansas","Pulaski",1985,365,287,61,13,4,0,0,174,74,40,0,46,308,1,0,10
"Arkansas","Union",1985,351,320,27,4,0,0,0,114,50,14,0,0,0,351,0,0
"California","Alameda",1985,365,226,112,17,9,1,0,201,90,47,13,193,159,0,0,0
"California","Butte",1985,365,245,97,20,3,0,0,169,87,42,85,85,195,0,0,0
"California","Colusa",1985,214,129,64,18,3,0,0,164,100,44,0,0,214,0,0,0
"California","Contra Costa",1985,365,246,99,15,5,0,0,195,81,47,11,186,155,13,0,0
"California","El Dorado",1985,365,112,216,28,6,3,0,206,101,61,240,1,124,0,0,0
"California","Fresno",1985,365,55,138,90,61,21,0,227,179,100,27,96,240,2,0,0
"California","Glenn",1985,176,109,46,19,2,0,0,161,108,46,0,0,176,0,0,0
"California","Imperial",1985,228,126,66,28,8,0,0,192,115,46,0,0,228,0,0,0
"California","Kern",1985,365,71,140,67,72,15,0,217,182,89,3,115,219,28,0,0
"California","Kings",1985,299,181,72,35,11,0,0,190,115,44,0,0,299,0,0,0
"California","Lake",1985,360,348,12,0,0,0,0,100,44,29,0,0,360,0,0,0
"California","Los Angeles",1985,365,10,82,91,43,139,0,298,268,150,40,110,215,0,0,0
"California","Marin",1985,365,330,34,1,0,0,0,122,50,38,32,271,62,0,0,0
"California","Mendocino",1985,156,155,1,0,0,0,0,54,42,29,0,0,156,0,0,0
"California","Merced",1985,14,9,5,0,0,0,0,72,67,48,0,0,0,0,0,14
"California","Mono",1985,351,261,76,12,2,0,0,161,77,40,70,0,281,0,0,0
"California","Monterey",1985,365,321,35,8,1,0,0,154,57,38,0,75,290,0,0,0
"California","Napa",1985,364,323,38,3,0,0,0,150,52,35,48,125,191,0,0,0
"California","Orange",1985,365,75,149,73,25,43,0,289,208,79,16,172,172,0,0,5
"California","Placer",1985,362,236,67,36,15,8,0,223,126,43,0,0,362,0,0,0
"California","Riverside",1985,365,80,85,44,40,116,0,300,253,108,30,81,254,0,0,0
"California","Sacramento",1985,365,149,134,48,21,13,0,259,143,58,84,83,197,1,0,0
"California","San Benito",1985,356,290,50,12,4,0,0,164,74,37,0,0,353,0,0,3
"California","San Bernardino",1985,365,36,104,58,43,124,0,298,266,122,1,126,238,0,0,0
"California","San Diego",1985,365,57,118,86,69,35,0,266,200,103,6,119,238,2,0,0
"California","San Francisco",1985,365,259,99,6,1,0,0,193,77,45,159,193,8,5,0,0
"California","San Joaquin",1985,363,215,92,33,20,3,0,207,122,44,62,84,217,0,0,0
"California","San Luis Obispo",1985,365,254,100,10,1,0,0,156,79,44,4,65,253,43,0,0
"California","San Mateo",1985,364,299,57,8,0,0,0,122,68,34,35,206,123,0,0,0
"California","Santa Barbara",1985,365,145,185,27,7,1,0,237,100,57,56,98,201,10,0,0
"California","Santa Clara",1985,365,214,95,37,15,4,0,223,122,45,124,0,241,0,0,0
"California","Santa Cruz",1985,359,328,27,3,1,0,0,156,48,33,0,0,355,0,0,4
"California","Shasta",1985,298,225,46,18,9,0,0,200,93,37,35,55,208,0,0,0
"California","Siskiyou",1985,337,317,19,1,0,0,0,115,47,28,0,0,337,0,0,0
"California","Solano",1985,365,296,61,7,1,0,0,154,69,38,44,119,199,3,0,0
"California","Sonoma",1985,365,317,42,4,2,0,0,164,58,37,37,131,197,0,0,0
"California","Stanislaus",1985,365,188,87,50,30,10,0,218,154,49,26,124,214,1,0,0
"California","Sutter",1985,207,106,59,33,9,0,0,179,119,49,0,0,207,0,0,0
"California","Tulare",1985,361,124,97,49,75,16,0,208,187,77,6,130,220,5,0,0
"California","Ventura",1985,365,117,91,67,58,32,0,242,200,87,0,64,301,0,0,0
"California","Yolo",1985,365,281,60,18,6,0,0,179,84,37,38,0,327,0,0,0
"Colorado","Adams",1985,358,157,163,38,0,0,0,148,102,54,0,190,145,23,0,0
"Colorado","Arapahoe",1985,359,219,128,12,0,0,0,140,80,47,13,107,239,0,0,0
"Colorado","Archuleta",1985,177,105,71,1,0,0,0,115,71,43,0,0,0,0,0,177
"Colorado","Boulder",1985,363,245,105,11,1,1,0,201,81,44,54,0,245,0,0,64
"Colorado","Denver",1985,365,54,220,79,4,7,1,428,119,77,111,164,74,7,0,9
"Colorado","Eagle",1985,4,4,0,0,0,0,0,21,21,19,0,0,0,0,0,4
"Colorado","El Paso",1985,359,270,84,5,0,0,0,148,69,44,112,60,187,0,0,0
"Colorado","Garfield",1985,111,100,9,2,0,0,0,108,46,28,0,0,0,0,0,111
"Colorado","Gunnison",1985,155,138,17,0,0,0,0,86,52,34,0,0,0,0,0,155
"Colorado","Jefferson",1985,355,215,125,15,0,0,0,140,87,45,126,0,229,0,0,0
"Colorado","Larimer",1985,354,266,83,3,2,0,0,163,67,41,133,0,221,0,0,0
"Colorado","Mesa",1985,325,312,13,0,0,0,0,69,41,14,289,0,0,36,0,0
"Colorado","Prowers",1985,175,144,30,1,0,0,0,104,57,28,0,0,0,0,0,175
"Colorado","Pueblo",1985,291,290,1,0,0,0,0,62,26,13,291,0,0,0,0,0
"Colorado","Routt",1985,123,99,24,0,0,0,0,67,55,34,0,0,0,0,0,123
"Colorado","San Miguel",1985,55,34,17,4,0,0,0,133,91,34,0,0,0,0,0,55
"Colorado","Weld",1985,362,271,87,3,1,0,0,154,67,44,111,0,251,0,0,0
"Connecticut","Fairfield",1985,365,108,158,69,16,14,0,237,143,67,34,46,117,167,0,1
"Connecticut","Hartford",1985,365,141,196,26,1,1,0,205,93,56,199,36,79,50,0,1
"Connecticut","Middlesex",1985,209,140,34,18,13,4,0,269,140,43,0,0,209,0,0,0
"Connecticut","New Haven",1985,365,95,166,86,14,4,0,227,127,72,2,101,71,183,0,8
"Connecticut","New London",1985,363,232,80,27,15,9,0,245,115,44,0,0,178,185,0,0
"Connecticut","Tolland",1985,210,130,44,23,11,2,0,225,129,44,0,0,210,0,0,0
"Delaware","Kent",1985,358,190,113,40,14,1,0,216,122,46,0,0,213,145,0,0
"Delaware","New Castle",1985,363,54,179,98,22,10,0,212,147,81,9,44,132,177,0,1
"Delaware","Sussex",1985,351,179,93,62,16,1,0,214,130,49,0,0,167,184,0,0
"District Of Columbia","District of Columbia",1985,358,81,218,47,9,3,0,215,115,64,62,147,89,60,0,0
"Florida","Alachua",1985,195,193,1,1,0,0,0,107,0,0,0,0,0,195,0,0
"Florida","Broward",1985,365,275,87,3,0,0,0,108,64,41,164,0,201,0,0,0
"Florida","Citrus",1985,67,53,7,6,1,0,0,156,108,14,0,0,0,67,0,0
"Florida","Duval",1985,365,228,108,28,0,1,0,215,93,46,47,53,160,105,0,0
"Florida","Escambia",1985,365,233,79,39,14,0,0,200,108,42,18,0,262,85,0,0
"Florida","Hillsborough",1985,365,88,137,113,27,0,0,200,137,80,9,16,93,247,0,0
"Florida","Leon",1985,359,340,19,0,0,0,0,100,44,26,0,0,359,0,0,0
"Florida","Miami-Dade",1985,365,215,131,14,4,1,0,205,80,45,228,7,120,0,0,10
"Florida","Nassau",1985,364,225,89,37,13,0,0,200,107,29,0,0,0,364,0,0
"Florida","Orange",1985,365,338,25,2,0,0,0,143,48,31,131,48,178,8,0,0
"Florida","Palm Beach",1985,365,320,41,4,0,0,0,119,55,33,1,69,292,3,0,0
"Florida","Pinellas",1985,365,159,148,48,9,1,0,204,108,55,107,18,132,108,0,0
"Florida","Polk",1985,55,41,13,1,0,0,0,107,81,19,0,0,0,55,0,0
"Florida","Seminole",1985,310,267,36,6,1,0,0,154,61,34,0,0,310,0,0,0
"Florida","Volusia",1985,324,324,0,0,0,0,0,47,7,0,0,0,0,324,0,0
"Georgia","DeKalb",1985,358,278,55,16,9,0,0,190,90,33,151,36,171,0,0,0
"Georgia","Fulton",1985,365,173,153,39,0,0,0,140,103,52,20,217,0,128,0,0
"Georgia","Muscogee",1985,275,199,64,12,0,0,0,129,80,43,0,0,275,0,0,0
"Georgia","Rockdale",1985,262,177,52,19,10,4,0,209,112,43,0,0,262,0,0,0
"Hawaii","Honolulu",1985,365,283,70,12,0,0,0,111,70,34,192,0,42,126,0,5
"Hawaii","Kauai",1985,13,13,0,0,0,0,0,44,29,17,0,0,0,0,0,13
"Idaho","Ada",1985,348,252,93,3,0,0,0,108,70,40,348,0,0,0,0,0
"Idaho","Bannock",1985,363,125,54,102,82,0,0,200,182,103,0,0,0,363,0,0
