"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Baldwin",2009,252,218,32,2,0,0,0,136,53,36,0,0,200,0,52,0
"Alabama","Clay",2009,119,97,22,0,0,0,0,94,59,33,0,0,0,0,119,0
"Alabama","Colbert",2009,323,220,103,0,0,0,0,76,60,43,0,0,129,0,194,0
"Alabama","DeKalb",2009,105,79,26,0,0,0,0,79,60,35,0,0,0,0,105,0
"Alabama","Elmore",2009,244,228,16,0,0,0,0,80,49,36,0,0,244,0,0,0
"Alabama","Etowah",2009,359,228,131,0,0,0,0,87,63,44,0,0,85,0,274,0
"Alabama","Houston",2009,315,261,54,0,0,0,0,86,55,38,0,0,172,0,143,0
"Alabama","Jefferson",2009,365,126,233,6,0,0,0,150,76,56,4,0,57,7,262,35
"Alabama","Lawrence",2009,96,87,9,0,0,0,0,66,47,29,0,0,0,0,96,0
"Alabama","Madison",2009,349,272,76,1,0,0,0,122,61,39,0,0,246,0,73,30
"Alabama","Mobile",2009,358,305,49,4,0,0,0,133,58,35,0,0,208,0,73,77
"Alabama","Montgomery",2009,323,216,107,0,0,0,0,93,62,44,0,0,93,0,230,0
"Alabama","Morgan",2009,321,178,143,0,0,0,0,91,64,48,0,0,85,0,236,0
"Alabama","Russell",2009,345,214,130,1,0,0,0,112,66,45,0,0,95,0,250,0
"Alabama","Shelby",2009,283,229,51,3,0,0,0,119,64,38,0,0,201,0,82,0
"Alabama","Sumter",2009,239,237,2,0,0,0,0,61,44,31,0,0,239,0,0,0
"Alabama","Talladega",2009,97,66,31,0,0,0,0,80,66,41,0,0,0,0,97,0
"Alabama","Tuscaloosa",2009,306,230,75,1,0,0,0,120,60,40,0,0,107,0,199,0
"Alabama","Walker",2009,118,86,32,0,0,0,0,73,61,39,0,0,0,0,118,0
"Alaska","Aleutians East ",2009,120,119,1,0,0,0,0,54,20,10,0,0,0,0,120,0
"Alaska","Anchorage ",2009,362,284,77,1,0,0,0,105,62,29,17,0,0,0,267,78
"Alaska","Denali ",2009,359,351,7,1,0,0,0,117,44,34,0,0,349,0,10,0
"Alaska","Fairbanks North Star ",2009,362,226,91,26,17,1,1,330,113,35,8,0,0,0,354,0
"Alaska","Juneau ",2009,303,247,54,2,0,0,0,106,58,22,0,0,0,0,302,1
"Alaska","Kenai Peninsula ",2009,117,117,0,0,0,0,0,33,15,6,0,0,0,0,117,0
"Alaska","Matanuska-Susitna ",2009,126,111,14,1,0,0,0,103,56,15,0,0,0,0,117,9
"Alaska","Wrangell Petersburg",2009,65,65,0,0,0,0,0,44,14,5,0,0,0,0,65,0
"Alaska","Yukon-Koyukuk ",2009,99,91,5,2,1,0,0,170,30,6,0,0,0,0,99,0
"Arizona","Apache",2009,364,348,16,0,0,0,0,79,40,19,0,0,0,0,29,335
"Arizona","Cochise",2009,363,266,96,1,0,0,0,129,62,45,0,0,332,0,19,12
"Arizona","Coconino",2009,363,262,101,0,0,0,0,100,67,46,0,0,340,0,16,7
"Arizona","Gila",2009,365,108,142,100,15,0,0,200,131,72,0,0,82,242,3,38
"Arizona","La Paz",2009,213,130,81,2,0,0,0,112,71,49,0,0,213,0,0,0
"Arizona","Maricopa",2009,365,84,258,19,2,1,1,319,93,62,0,55,180,0,25,105
"Arizona","Mohave",2009,111,99,12,0,0,0,0,72,51,20,0,0,0,0,65,46
"Arizona","Navajo",2009,365,279,86,0,0,0,0,97,61,44,0,0,354,0,5,6
"Arizona","Pima",2009,365,220,143,1,1,0,0,158,71,48,0,13,276,0,13,63
"Arizona","Pinal",2009,365,43,257,49,9,1,3,1341,113,77,0,0,79,0,4,282
"Arizona","Santa Cruz",2009,346,198,146,1,1,0,0,183,75,46,0,0,0,0,25,321
"Arizona","Yavapai",2009,264,225,39,0,0,0,0,87,54,43,0,0,210,0,51,3
"Arizona","Yuma",2009,363,252,102,8,1,0,0,176,69,43,0,0,139,0,24,200
"Arkansas","Arkansas",2009,120,85,35,0,0,0,0,81,58,38,0,0,0,0,120,0
"Arkansas","Ashley",2009,116,92,24,0,0,0,0,74,57,38,0,0,0,0,116,0
"Arkansas","Crittenden",2009,365,311,50,4,0,0,0,133,57,37,0,31,263,0,71,0
